Module code;Module name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
BTN211;Biotechnology 211;Year 2;BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Medical Bioscience 3230 ;CHE114/124, LSC141/142 (or LFS/MBS equivalents ;None;Compulsory module in Biotechnology stream.;Biotechnology 211.;20
BTN213;Biotechnology 213;Year 2;BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Medical Bioscience 3230 ;CHE114, CHE124, LSC141, LSC142 (or equivalents ;None;Elective module in Biotechnology stream.;Biotechnology 213.;20
BTN215;Biotechnology 215;Year 2;BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Medical Bioscience 3230 ;CHE114/124, LSC141/142 (or equivalents ;None;Compulsory module in Biotechnology stream.;Biotechnology 215.;20
BTN217;Biotechnology 217;Year 2;Bachelor of Pharmacy 3305 ;None;None;Compulsory module in Pharmacy stream.;Biotechnology 217.;15
BTN218;Biotechnology 218;Year 2;BSc Biotechnology 3211 ;CHE114, CHE124, LSC141, LSC142 (or equivalents ;None;Elective module in Biotechnology stream.;Biotechnology 218.;20
BTN222;Biotechnology 222;Year 2;BSc Biotechnology 3211 ;CHE114/124, LSC141/142 (or equivalents ;None;Compulsory module in Biotechnology stream.;Biotechnology 222.;20
BTN223;Biotechnology 223;Year 2;BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Medical Bioscience 3230 ;CHE114/124, LSC141/142 (or equivalents ;None;Compulsory module in Biotechnology stream.;Biotechnology 223.;20
BTN312;Biotechnology 312;Year 3;BSc Biotechnology 3211 ;BTN211, BTN215, BTN222, BTN223;None;Compulsory module in Biotechnology stream.;Biotechnology 312.;30
BTN315;Biotechnology 315;Year 3;BSc Biotechnology 3211 ;BTN211, BTN215, BTN222, BTN223;None;Compulsory module in Biotechnology stream.;Biotechnology 315.;30
BTN316;Biotechnology 316;Year 3;BSc Biotechnology 3211 ;BTN211, BTN215, BTN222, BTN223;None;Compulsory module in Biotechnology stream.;Biotechnology 316.;30
BTN322;Biotechnology 322;Year 3;BSc Biotechnology 3211 ;BTN211, BTN215, BTN222, BTN223;None;Compulsory module in Biotechnology stream.;Biotechnology 322.;30
CHE114;Chemistry 114 (N ;Year 1;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Physical Science 3233 ,Bachelor of Pharmacy 3305 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;None;None;Apply chemical concepts to naming, forces, stability, and rates of change qualitatively.;Chemistry 114 (N).;15
CHE116;Chemistry 116 (N ;Year 1;BSc Biodiversity 3217 ,BSc Environment and Water Science 3331 ,BSc Medical Bioscience 3230 ,BSc Biodiversity Extended 3015 ;None;None;Refer to Faculty of Natural Sciences descriptors.;Chemistry 116 (N).;15
CHE124;Chemistry 124 (N ;Year 1;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Physical Science 3233 ,Bachelor of Pharmacy 3305 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;None;None;Apply chemical concepts to real-world phenomena regarding naming, stability, and chemical change.;Chemistry 124 (N).;15
CHM126;Chemistry 126 (N ;Year 1;BSc Biodiversity 3217 ,BSc Environment and Water Science 3331 ,BSc Medical Bioscience 3230 ,BSc Biodiversity Extended 3015 ;None;None;Refer to Faculty of Natural Sciences descriptors.;Chemistry 126 (N).;15
CHM211;Chemistry 211;Year 2;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Physical Science 3233 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;CHE114, CHE124;None;Describe atomic properties and explain periodic trends.;"Aromatic chemistry; periodic table trends; transition metals; organometallic chemistry.";20
CHM212;Chemistry 212;Year 2;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Physical Science 3233 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;CHE114, CHE124;None;"Use gravimetric analysis; understand pH titration and thermodynamics laws; examine chemical kinetics.";(Descriptor covers analytical and physical chemistry principles).;20
CHM221;Chemistry 221;Year 2;BSc Chemical Sciences 3220 ;CHE114, CHE124;None;Compulsory module in Level 2.;Chemistry 221.;20
CHM311;Chemistry 311;Year 3;BSc Chemical Sciences 3220 ,BSc Physical Science 3233 ;CHM211, CHM212;None;"Classify organic rearrangements;Synthetic protocols; examine bonding in co-ordination chemistry.";(Descriptor covers organic and inorganic chemistry).;30
CHM312;Chemistry 312;Year 3;BSc Chemical Sciences 3220 ,BSc Physical Science 3233 ;CHM211, CHM212;None;"Use principles of chemical processes; demonstrate corrosion control and electrochemistry role in energy.";"Types of chemical industries; process design; raw materials; industrial processes.";30
CHM321;Chemistry 321;Year 3;BSc Chemical Sciences 3220 ;CHM211, CHM212, CHM221;None;Compulsory module in Level 3.;Chemistry 321.;30
CHM322;Chemistry 322;Year 3;BSc Chemical Sciences 3220 ;CHM211, CHM212, CHM221;None;Compulsory module in Level 3.;Chemistry 322.;30
COS101;Computer Science 101;Year 1;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;None;"Apply problem solving; design algorithms in Java; understand SDLC and OO paradigm.";"Algorithm design; pseudocode; high-level programming; OO design.";30
COS114;Computing Fundamentals 114;Year 1;BSc Applied Geology 3214 ,BSc Biotechnology 3211 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Medical Bioscience 3230 ,BSc Physical Science 3233 ;None;None;"Use computers/internet; use worksheets/databases; understand file organization.";Computing Fundamentals 114.;15
COS124;Computing Fundamentals 124;Year 1;BSc Applied Geology 3214 ,BSc Biotechnology 3211 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Medical Bioscience 3230 ,BSc Physical Science 3233 ;None;None;Refer to Faculty of Natural Sciences descriptors.;Computing Fundamentals 124.;15
CSC211;Computer Science 211;Year 2;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;COS101;None;"Implement algorithms; derive time/space complexity; procedural/OO problem solving.";Computer Science 211.;20
CSC212;Computer Science 212;Year 2;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;COS101;None;"Explain algorithm efficiency and intractable problems; low- and high-level software interaction.";Computer Science 212.;20
CSC311;Computer Science 311;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;CSC211, CSC212;None;Compulsory module in Level 3.;Computer Science 311.;30
CSC312;Computer Science 312;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;CSC211, CSC212;None;Compulsory module in Level 3.;Computer Science 312.;30
ECO151;Economics 151;Year 1;BSc Mathematics and Statistical Sciences 3227 ;None;None;Refer to Faculty of Economic and Management Sciences Calendar for outcomes.;Introduction to Microeconomics 151.;10
ECO152;Economics 152;Year 1;BSc Mathematics and Statistical Sciences 3227 ;None;None;Refer to Faculty of EMS Calendar for outcomes.;Introduction to Macroeconomics 152.;10
ECO231;Economics 231;Year 2;BSc Mathematics and Statistical Sciences 3227 ;ECO151 (or ECO241 ;None;Refer to Faculty of EMS Calendar for outcomes.;Microeconomics 231.;10
ECO232;Economics 232;Year 2;BSc Mathematics and Statistical Sciences 3227 ;ECO152 (or equivalent ;None;Refer to Faculty of EMS Calendar for outcomes.;Macroeconomics 232.;10
ECO235;Economics 235;Year 2;BSc Mathematics and Statistical Sciences 3227 ;ECO151 (or ECO241 ;None;Refer to Faculty of EMS Calendar for outcomes.;Intermediate Mathematical Economics 235.;10
ECO242;Economics 242;Year 2;BSc Mathematics and Statistical Sciences 3227 ;ECO151, ECO152;ECO231;Refer to Faculty of EMS Calendar for outcomes.;Econometrics 242.;10
ECO311;Economics 311;Year 3;BSc Mathematics and Statistical Sciences 3227 ;ECO242;None;Refer to Faculty of EMS Calendar for outcomes.;Econometrics 311.;15
ECO331;Economics 331;Year 3;BSc Mathematics and Statistical Sciences 3227 ;ECO231;None;Refer to Faculty of EMS Calendar for outcomes.;Microeconomics 331.;15
ECO332;Economics 332;Year 3;BSc Mathematics and Statistical Sciences 3227 ;ECO232;None;Refer to Faculty of EMS Calendar for outcomes.;Macroeconomics 332.;15
ECO334;Economics 334;Year 3;BSc Mathematics and Statistical Sciences 3227 ;ECO231, ECO232;None;Refer to Faculty of EMS Calendar for outcomes.;Public Sector Economics 334.;15
ECO335;Economics 335;Year 3;BSc Mathematics and Statistical Sciences 3227 ;ECO231, ECO232;None;"Critically evaluate neoclassical trade theory; apply new trade theory; use graphical analysis.";"Classical/neoclassical trade theory; tariffs; imperfect competition; economic integration.";15
ECO336;Economics 336;Year 3;BSc Mathematics and Statistical Sciences 3227 ;ECO232;None;"Model development economics concepts; analyze developing countries; interpret statistical data.";"Poverty and inequality; growth experiences; agrarian change; capital flows.";15
EED117;English for Educational Development 117;Year 1;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Medical Bioscience 3230 ,BSc Physical Science 3233 ;None;None;"Research topics using databases; integrate research into writing; write argumentative essays/IMRaD.";English for Educational Development 117.;15
EED127;English for Educational Development 127;Year 1;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Computer Science 3221 ,BSc Environment and Water Science 3331 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Medical Bioscience 3230 ,BSc Physical Science 3233 ;None;None;(Similar to EED117).;English for Educational Development 127.;15
ESC111;Earth Science 111;Year 1;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Environment and Water Science 3331 ,BSc Physical Science 3233 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;None;None;"Explain basic Earth Materials; identify rocks/minerals; grasp stratigraphy and Earth dynamics.";"Structure of Earth; Rock Cycle; Geology of SA; structural geology and mapping.";15
ESC121;Earth Science 121;Year 1;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Environment and Water Science 3331 ,BSc Physical Science 3233 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;None;None;"Understand origins of Earth system cycles; synthesise theories; source literature; write academic essays.";"Atmosphere; global radiation balance; climate; weathering; hydrological cycle; biome distribution.";15
EWP211;Environmental and Water Science 211;Year 2;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Environment and Water Science 3331 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;ESC111, ESC121;None;"Identify and describe hydrological processes; explain spatial/temporal variation.";Environmental and Water Science 211.;20
EWP221;Environmental and Water Science 221;Year 2;BSc Applied Geology 3214 ,BSc Biodiversity 3217 ,BSc Environment and Water Science 3331 ,BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;ESC111, ESC121;None;"Describe hydro-geologic systems; explain groundwater hydraulics/chemistry; identify water interactions.";"Hydro-geologic system; flow mechanisms; water quality; groundwater dependent ecosystems.";20
EWP222;Environmental and Water Science 222;Year 2;BSc Environment and Water Science 3331 ;ESC111, ESC121;EWP211, EWP221;"Select and apply field methods/equipment; analyze parameters; scientific report writing.";"Field-based sampling; parameter reporting; data analysis methods.";20
EWP311;Geographical Information Systems 311;Year 3;BSc Environment and Water Science 3331 ;EWP211, EWP221, EWP222;None;Demonstrate spatial data query and analysis using GIS tools.;"GIS data/analysis; cartography; statistical data analysis; natural resource studies.";30
EWP312;Environmental and Water Science 312;Year 3;BSc Environment and Water Science 3331 ;EWP211, EWP221, EWP222;None;"Apply aquifer characterisation; evaluate groundwater hydraulics; simulate flow-dynamics.";"Hydrological variability; surface water; river flow; aquifer characterisation; groundwater modelling.";30
EWP321;Environmental and Water Science 321;Year 3;BSc Biodiversity 3217 ,BSc Environment and Water Science 3331 ,BSc Biodiversity Extended 3015 ;EWP211, EWP221;None;"Analyze environmental/water resource management concepts; apply IWRM; addressing SDGs.";"Environmental management; sustainable development; SA water policy; NWRS; IWRM concepts.";30
EWP322;Environmental and Water Science 322;Year 3;BSc Environment and Water Science 3331 ;EWP211, EWP221, EWP222;None;Compulsory module in Level 3.;Environmental and Water Science 322.;30
HUB113;Human Biology 113;Year 1;Bachelor of Pharmacy 3305 ;None;None;"Describe structure/function of proteins, carbohydrates, lipids; explain nutrition/metabolism.";"Chemical compounds; digestive system; early development; skeletal/muscle systems.";15
HUB123;Human Biology 123;Year 1;Bachelor of Pharmacy 3305 ;None;None;Compulsory module in Level 1.;Human Biology 123.;15
IFS132;Information Systems 132;Year 1;BSc Computer Science 3221 ;None;None;Elective module in Level 1.;Information Systems 132.;15
IFS231;Information Systems 231;Year 2;BSc Computer Science 3221 ;IFS131/132, COS101/114, COS124, EED127, ISC153, MAT151/103, MAT104, STA111, IFS131/132, COS101, PHY151, MAT151;None;"Analyze business requirements and processes; identify stakeholder solutions; analyze SDLC.";"Function of analyst; solution design; foundations of data modelling; trending concepts.";20
IFS233;Information Systems 233;Year 2;BSc Computer Science 3221 ;IFS231;None;"Apply project management fundamental concepts (scope, time, budget, risk); evaluate methodologies.";"Relational/OO databases; data modelling; UML; OO design/development lifecycle.";20
IFS316;Information Systems 316;Year 3;BSc Computer Science 3221 ;IFS233, IFS244;None;Refer to Faculty of EMS Calendar for outcomes.;"Requirements analysis; design/build/test; security techniques; collaboration tools.";30
IFS317;Information Systems 317;Year 3;BSc Computer Science 3221 ;IFS316;None;Refer to Faculty of EMS Calendar for outcomes.;Information Systems 317.;30
ISC153;Introduction to Science 153;Year 1;BSc Applied Geology Extended 3011 ,BSc Biodiversity Extended 3015 ;None;"PHY151/LFS151; MAM151/150";Introduction to Science for Extended Curriculum.;(Foundational science content).;30
LFS151;Life Sciences 151 (SF ;Year 1;BSc Biodiversity Extended 3015 ;None;None;Compulsory module in SF Level 1.;Life Sciences 151 (SF).;15
LFS152;Life Sciences 152 (SF ;Year 1;BSc Biodiversity Extended 3015 ;None;None;Compulsory module in SF Level 2.;Life Sciences 152 (SF).;15
LSC141;Life Sciences 141;Year 1;BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Environment and Water Science 3331 ,BSc Medical Bioscience 3230 ;None;None;"Link inorganic chemistry to cell organisation; maintenance of life molecules; explain organelle interaction.";"Origin of living cells; evolution of higher life.";15
LSC142;Life Sciences 142;Year 1;BSc Biodiversity 3217 ,BSc Biotechnology 3211 ,BSc Chemical Sciences 3220 ,BSc Environment and Water Science 3331 ;None;None;"Use basic rules to classify/describe/identify life; write basic scientific reports.";"History of life; diversity (bacteria to viruses); levels of ecology; human impact on biodiversity.";15
MAM115;Mathematics 115 (N ;Year 1;BSc Applied Geology 3214 ,BSc Biotechnology 3211 ,Bachelor of Pharmacy 3305 ;None;None;Compulsory module in Level 1.;Mathematics 115 (N).;15
MAM150;Introduction to Mathematics 150;Year 1;BSc Biodiversity Extended 3015 ;None;None;Compulsory module in SF Level 1.;Introduction to Mathematics 150.;15
MAM151;Mathematics 151 (SF ;Year 1;BSc Applied Geology Extended 3011 ;None;None;Compulsory module in SF Level 1.;Mathematics 151 (SF).;15
MAT105;Mathematics 105;Year 1;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;None;Implement methods of Differential/Integral calculus in Life Sciences and Pharmacy.;"introduction to math language; functions (polynomial, rational); graphs; absolute value.";30
MAT211;Mathematics 211;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;MAT105 (or equivalent ;None;Compulsory module in Level 2.;Mathematics 211.;20
MAT212;Mathematics 212;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;MAT105 (or equivalent ;MAT211;Elective module in Level 2.;Mathematics 212.;20
MAT221;Mathematics 221;Year 2;BSc Chemical Sciences 3220 ,BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;None;MAT211;Compulsory module in Level 2.;Mathematics 221.;20
MAT232;Mathematics 232;Year 2;BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;APM112, MAT105 (or equivalent ;None;"Solve set theory/logic problems; use combinatorial techniques; solve counting problems in graph theory.";"Axiomatic set theory and logic; enumerative combinatorics; introductory graph theory.";20
MAT311;Mathematics 311;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;MAT211;None;Compulsory module in Level 3.;Mathematics 311.;30
MAT312;Mathematics 312;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;MAT211, MAT212/221;None;"Analyse/simulate models for population systems; stability analysis; find equilibrium.";"Predator-prey models; epidemiology fundamentals; optimal control problems.";30
MAT321;Mathematics 321;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;MAT221;None;"Use theory of groups; carry out proofs; generalize to Rings; construct finite fields.";(Advanced abstract algebra).;30
MAT322;Mathematics 322;Year 3;BSc Computer Science 3221 ,BSc Mathematics and Statistical Sciences 3227 ,BSc Physical Science 3233 ;MAT211, MAT212/221;None;"Implement geometric Brownian motion; use pricing via arbitrage; use vanilla/exotic options.";(Financial mathematics tools).;30
MBS111;Medical Biosciences 111;Year 1;BSc Medical Bioscience 3230 ;None;None;Compulsory module in Medical stream.;Medical Biosciences 111.;15
MBS121;Medical Biosciences 121;Year 1;BSc Medical Bioscience 3230 ;None;None;Compulsory module in Medical stream.;Medical Biosciences 121.;15
MBS231;Medical Biosciences 231;Year 2;BSc Medical Bioscience 3230 ;LSC141/MBS111, MBS121;None;Compulsory module in Level 2.;Medical Biosciences 231.;20
MBS232;Medical Biosciences 232;Year 2;BSc Medical Bioscience 3230 ;LSC141/MBS111, MBS121;None;Knowledge of macro- and microscopic structures.;Medical Biosciences 232.;20
MBS331;Medical Biosciences 331;Year 3;BSc Medical Bioscience 3230 ;MBS231, MBS232;None;Compulsory module in Level 4.;Medical Biosciences 331.;30
MBS332;Medical Biosciences 332;Year 3;BSc Medical Bioscience 3230 ;MBS231, MBS232, MBS331;None;Compulsory module in Level 4.;Medical Biosciences 332.;30
MIC251;Medical Microbiology 251;Year 2;BSc Medical Bioscience 3230 ;LSC141;None;Compulsory module in Medical stream.;Medical Microbiology 251.;20
MIC252;Medical Microbiology 252;Year 2;BSc Medical Bioscience 3230 ;MIC251;None;Compulsory module in Medical stream.;Medical Microbiology 252.;20
MIC353;Medical Microbiology 353;Year 3;BSc Medical Bioscience 3230 ;MIC251, MIC252;None;Compulsory module in Level 4.;Medical Microbiology 353.;30
MIC354;Medical Microbiology 354;Year 3;BSc Medical Bioscience 3230 ;MIC251, MIC252;None;Compulsory module in Level 4.;Medical Microbiology 354.;30
PCE231;Pharmaceutics 231;Year 2;Bachelor of Pharmacy 3305 ;MAM115, PHC123, PHY112;None;"Explain GMP principles; identify dosage forms; use reference sources.";(Descriptor covers pharmaceutics foundations).;15
PCE232;Pharmaceutics 232;Year 2;Bachelor of Pharmacy 3305 ;MAM115, PHC123, PHY112;None;"Explain disperse system stability; physicochemical manipulation; explain rheological properties.";(Descriptor covers product stability).;15
PCE331;Pharmaceutics 331;Year 3;Bachelor of Pharmacy 3305 ;PCE231, PCE232;None;Compulsory Pharmacy module.;Pharmaceutics 331.;15
PCE333;Pharmaceutics 333;Year 3;Bachelor of Pharmacy 3305 ;PHC123, PCE231, PCE232;None;Compulsory Pharmacy module.;Pharmaceutics 333.;15
PCE401;Pharmaceutics 401;Year 4;Bachelor of Pharmacy 3305 ;PCE331, PCE333;None;Elective Pharmacy module.;Pharmaceutics 401.;15
PCE431;Pharmaceutics 431;Year 4;Bachelor of Pharmacy 3305 ;PCE331, PCE333;None;Compulsory Pharmacy module.;Pharmaceutics 431.;15
PCH232;Pharmaceutical Chemistry 232;Year 2;Bachelor of Pharmacy 3305 ;CHE114, CHE124, PCH233/ (min 40% in PCH233 ;None;"Describe therapeutic value of plants; identify medicinal plants or crude drugs.";(Descriptor covers pharmaceutical chemistry of plants).;15
PCH233;Pharmaceutical Chemistry 233;Year 2;Bachelor of Pharmacy 3305 ;CHE114, CHE124;None;Describe principles in analysis and quality control of drugs.;(Descriptor covers drug quality control).;15
PCH312;Pharmaceutical Chemistry 312;Year 3;Bachelor of Pharmacy 3305 ;PCH232, PCH233, BTN216;None;Compulsory Pharmacy module.;Pharmaceutical Chemistry 312.;15
PCH322;Pharmaceutical Chemistry 322;Year 3;Bachelor of Pharmacy 3305 ;PCH232, PCH233, PCH312/ (min 40% in PCH312 ;None;Compulsory Pharmacy module.;Pharmaceutical Chemistry 322.;15
PCH402;Pharmaceutical Chemistry 402;Year 4;Bachelor of Pharmacy 3305 ;PCH312, PCH322;None;Elective Pharmacy module.;Pharmaceutical Chemistry 402.;15
PHA116;Pharmacy 116;Year 1;Bachelor of Pharmacy 3305 ;None;None;Refer to Faculty of Community and Health Sciences Calendar for outcomes.;Main content restricted - consult School of Pharmacy.;15
PHA408;Pharmacy 408;Year 4;Bachelor of Pharmacy 3305 ;PCE331, PCE333, PCH312, PCH322, PHC313, PHC323, PPR314, PPR324;None;"Understand research methods; plan/conduct project; write up results; oral presentation.";"Research proposal structure; project execution; results write-up.";15
PHA426;Pharmacy 426;Year 4;Bachelor of Pharmacy 3305 ;None;None;Compulsory Pharmacy module.;Pharmacy 426.;15
PHA427;Community Engagement 427;Year 4;Bachelor of Pharmacy 3305 ;PCH312, PCH322, PCE331, PCE333;None;Elective Pharmacy module.;Community Engagement 427.;15
PHC123;Pharmacology and Clinical Pharmacy 123;Year 1;Bachelor of Pharmacy 3305 ;HUB123;None;Compulsory Pharmacy module.;Pharmacology and Clinical Pharmacy 123.;15
PHC213;Pharmacology and Clinical Pharmacy 213;Year 2;Bachelor of Pharmacy 3305 ;PHC123, HUB113, HUB123, PHA116;None;Compulsory module in Level 2.;Pharmacology and Clinical Pharmacy 213.;15
PHC223;Pharmacology and Clinical Pharmacy 223;Year 2;Bachelor of Pharmacy 3305 ;HUB113, HUB123, PHC123, PHA116/ (min 40% for PHC213 ;None;Compulsory module in Level 2.;Pharmacology and Clinical Pharmacy 223.;15
