Module Code;Module Name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
ECO332;Macroeconomics 332;3;BCom Law 7211;ECO232;None;"Explain long-term economic growth (capital, labour, tech); model prices/inflation/unemployment in open economies; and evaluate macro policies.";"Long run growth; growth, saving and technology; expectations in financial markets; and fiscal, monetary, and exchange rate policies";15
ECO334;Public Sector Economics 334;3;BCom Law 7211;ECO231 & ECO232;None;"Discuss the composition of the SA public sector; analyse the role of government and market failure; and apply expenditure/tax theory.";"Composition of public sector; views on government role; market failure; bureaucratic failure; taxation principles; and fiscal policy";15
ECO335;International Trade Economics 335;3;BCom Law 7211;ECO231 & ECO232;None;Information on detailed outcomes and main content for ECO335 is currently restricted - consult EMS Department.;Main content restricted - consult EMS Department;15
ECO336;Development Economics 336;3;BCom Law 7211;ECO232;None;"Model foundational concepts of development economics; critically analyse patterns of developing countries; and analyse statistical data.";"Determination of poverty and inequality; growth experiences; agrarian change; industrialization strategies; and capital flows";15
EED101;English for Educational Development 101;1 or 2;LLB 7162, LLB-ECP 7172;None;None;Demonstrate English language communicative competence and academic literacy skills (writing, reading, listening, speaking) within a legal context.;"Material includes: the Constitution; films, graphics, fiction/journalism on law and morality; legal articles; and legal textbooks";15
ELP431;Entrepreneurial Legal Practice 431;4 or 5;LLB 7162, LLB-ECP 7172;None;None;"Apply substantive law to scenarios; draft legal documents to establish ventures (MOIs, trust deeds); apply negotiation skills; and communicate with hypothetical clients.";"Sole Proprietorships; Partnerships; Trusts; Companies; Charitable vehicles; and Intellectual Property";10
ENG111;English 111;1;BA Law 7221;None;None;"Demonstrate skills in reading, writing, speaking and listening; contextualise, identify, and critically analyse English language and literature texts.";"Selection of contemporary texts (visual and print-based); figures of speech and metaphor; and reflection on language issues in society";15
ENG121;English 121;1;BA Law 7221;ENG111;None;Understand and apply the process of critical analysis to a variety of historical and contemporary English language and literature texts.;"Selection of texts from different historical periods/regions; narrative techniques and genres; and poetry, drama and prose techniques";15
ENG211;English 211;2;BA Law 7221;ENG111 & ENG121;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;Selected works of poetry and prose from SA, Africa, and the Diaspora providing insight into culture, identity and postcolonial transformation;20
ENG221;English 221;2;BA Law 7221;None;None;Information on detailed outcomes and main content for ENG221 is currently restricted - consult Arts and Humanities Department.;Main content restricted - consult Arts and Humanities Department;20
ENG311;English 311;3;BA Law 7221;ENG211 & ENG221;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;Content presupposes an understanding of the significance of nineteenth-century literature covered in ENG221;20
ENG321;English 321;3;BA Law 7221;None;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;"Postmodernism (theoretical/creative material); Postcolonial studies (developing world, slavery, colonialism); and world literature from readers/films";20
ENV431;Environmental Law 431;4 or 5;LLB 7162, LLB-ECP 7172;None;None;"Evaluate law/policy and Constitution impact on the ""environment""; examine ethical duties; evaluate sustainable development; and identify environmental racism.";"Nature/scope of environmental law; global and human rights dimensions; land use/planning; biological diversity; climate change; and environmental justice";10
ETH111;Ethics 111;1 or 2;LLB 7162, LLB-ECP 7172;None;None;Explain the meaning and significance of basic ethical concepts (morality, meta-ethics) and ethical questions concerning virtues and the good society.;Main content restricted - consult Arts and Humanities Department;15
ETH121;Ethics 121;1 or 2;LLB 7162, LLB-ECP 7172;None;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;Main content restricted - consult Arts and Humanities Department;15
EUR431;Regional Integration 431;4 or 5;LLB 7162, LLB-ECP 7172;None;None;"Understand rationale for regional integration (SADC, AU, EU); demonstrate relationship between legal systems; and analyse impact on citizen rights.";"History/institutions of SADC, AU, and EU; sources of EU Law; Members’ Municipal legal systems; fundamental freedoms; and trade agreement topics";10
EVI402;Law of Evidence 402;4 or 5;LLB 7162, LLB-ECP 7172;LCP204 or CIV302;None;"Construct a position based on evidence; analyze situations for legal solutions in social transformation/Africanisation; and demonstrate fact understanding.";"Functions of evidence law; admissibility; unconstitutionally obtained evidence; hearsay; admissions/confessions; evidence types; and the burden of proof";20
FAM100;Family Law 100 ECP;2;LLB-ECP 7172;None;None;"Explain the impact of the Constitution on marriage/family; compare fundamental principles of civil and customary marriages and divorce.";"Role of the Constitution; Engagement; valid civil/customary marriage requirements; consequences; Matrimonial Property Law; and parent-child relationships";15
FAM121;Family Law 121;1 or 2;LLB 7162, BA Law 7221, BCom Law 7211;None;None;"Identify fundamental principles of civil and customary marriages and divorce in SA/Africa; and solve legal problems using social transformation approaches.";"Role of the Constitution; Engagement requirements; valid marriage requirements; Matrimonial Property Law; dissolution (death/divorce); and parent-child relationships";15
FAM431;Advanced Family Law 431;4 or 5;LLB 7162, LLB-ECP 7172;FAM121;None;"Evaluate the evolving influence of the Constitution on family notions; analyse family forms; and solve problems in social transformation context.";"Impact of the Constitution; unions (civil, domestic partnerships, customary); mediation; domestic violence; parent-child relationship; ART and surrogacy";10
FGL111;Forensic and General Linguistics 111;1;BA Law 7221;None;None;"Define/explain introductory concepts in sociolinguistics and forensic linguistics; and understand its evolution as a scientific discipline.";"Forensic linguistic issues in multilingual societies; court record languages; role of language in law; and courtroom genres";15
FGL121;Forensic and General Linguistics 121;1;BA Law 7221;FGL111;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;"Courtroom discourse and intercultural communication; forensic expert witnesses; language as evidence; and forensic expertise case studies";15
FGL211;Forensic and General Linguistics 211;2;BA Law 7221;FGL111 & FGL121;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;"Investigative analysis of text; forensic plagiarism and detection";40
FGL311;Forensic and General Linguistics 311;3;BA Law 7221;FGL211;None;"Analyse context and complexities of monolingual vs multilingual policies in the Criminal Justice System; and evaluate police record construction.";(Mis)representation of police evidence in the courtroom;40
FIA141/143;Financial Accounting 141/143;1;BCom Law 7211;None;QSC131/132;"Define and apply elements of the accounting equation; record transactions; and apply accrual accounting adjustments to pre-adjustment trial balances.";Main content restricted - consult EMS Department;15
FIN211;Principles of Finance 211;2;BCom Law 7211;ECO151 & ECO152;None;"Evaluate an entity’s financial strategies/goals; analyse financial situation; comprehend risk/return; and calculate cost of capital.";Main content restricted - consult EMS Department;15
FIN212;Principles of Investment 212;2;BCom Law 7211;ECO151 & ECO152;None;"Discuss investment environment/process; explain standard investment concepts; and analyse risk/return features of selected securities.";"Security and fundamental analysis; mutual funds; asset allocation models; popular index models; and portfolio performance measurement";15
FIN305;Financial and Analytical Techniques 305;3;BCom Law 7211;FIN212 & FIN213;MAN312;Calculate, analyse and evaluate investment, financing and dividend decisions relating to an entity and its activities.;"Valuations; Capital Budgeting; working capital management; Cost of Capital; Capital structure; and Financing/Dividend decisions";15
FIN308;Investment Analysis 308;3;BCom Law 7211;FIN211 & FIN212;None;Refer to Faculty of Economic and Management Sciences Calendar for outcomes.;Main content restricted - consult EMS Department;15
FIN311;Corporate Finance 311;3;BCom Law 7211;FIN211 & FIN212;None;"Provide in-depth analysis of company performance using key data; identify strengths/weaknesses; and recommend actions to address them.";Main content restricted - consult EMS Department;15
FIN321;International Finance 321;3;BCom Law 7211;FIN211 & FIN212;None;"Discuss international financial architecture and BoP accounts; and explain how consumer/firm/government decisions affect them.";Main content restricted - consult EMS Department;15
GEN431;Gender Law 431;4 or 5;LLB 7162, LLB-ECP 7172;JUR312;None;"Discuss feminist thinkers; analyse women's rights under national/international instruments; and evaluate patriarchal designs within African context.";"Feminist thinking; critical perspectives on women’s rights in Africa; equality and non-discrimination; sexuality and gender; and impacts of custom/culture";10
HIS153;History 153;1 or 2;LLB 7162, LLB-ECP 7172, BA Law 7221;None;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;Main content restricted - consult Arts and Humanities Department;15
HIS154;History 154;1 or 2;LLB 7162, LLB-ECP 7172, BA Law 7221;None;None;Refer to Faculty of Arts and Humanities Calendar for outcomes.;Main content restricted - consult Arts and Humanities Department;15
IBL431;International Business Law 431;4 or 5;LLB 7162, LLB-ECP 7172;CNT301;None;"Analyse international business law concepts; discuss international trade institutions and conventions; and advise on trade across borders for scenarios.";"International trade framework (UN, WTO); sales transactions; CISG; Incoterms; FDI regulation; dispute resolution (arbitration); and developing country challenges";10
IEB131;Introduction to Economics and Business 131;1 or 2;LLB 7162, LLB-ECP 7172;None;None;"Understand basic micro/macro principles; the role of producers/consumers/government; and basic international trade and globalisation.";"Modern economic thought; economic problem and decision making; supply and demand; economic systems; SA economy; and global trade";15
ILL100;Introduction to Law 100 ECP;1;LLB-ECP 7172;None;None;"Discuss social transformation through Africanisation; explain SA law history; list sources; and discuss legal philosophy debates and African jurisprudence.";"History (pre-colonial to democratic); legal system relationships; impact of the Constitution; social change theories; separation of powers; and formal sources";15
ILL111;Introduction to Law 111;1;LLB 7162, BA Law 7221, BCom Law 7211;None;None;"Discuss transformation through Africanisation; define the concept of law; explain SA law history; and discuss government structures in terms of the Constitution.";"History of SA legal system; impact of the Constitution; social change theories; separation of powers; branches of law; and law in the global economy";15
ILL121;Introduction to Law 121;1;LLB 7162, BA Law 7221, BCom Law 7211;None;None;"Discuss social transformation through Africanisation; identify divisions of SA law; identify business world law operations; and list civil/criminal procedures.";"Private law outline; law and business; civil procedure; criminal law/procedure; law of evidence; courts vs ADR; and the legal profession/ethics";15
ILL200;Introduction to Law 200 ECP;1;LLB-ECP 7172;None;None;"Discuss transformation through Africanisation; identify areas of law; discuss selected concepts in context; and list differences between courts and ADR.";"Private law outline; law and the business world; civil and criminal procedure; law of evidence; courts vs ADR; and the legal profession";15
INS311;Law of Insolvency 311;3 or 4;LLB 7162, LLB-ECP 7172, BCom Law 7211;None;CNT301;"Explain insolvency principles in SA/Africa; apply principles to surrender, sequestration, and rehabilitation; and engage in legal research and writing.";"Historical background; voluntary surrender; compulsory sequestration; trustee functions; rehabilitation; juristic person liquidation; and Constitution impact";10
INT431;Internet Law 431;4 or 5;LLB 7162, LLB-ECP 7172;CNT301;None;"Analyse Internet law concepts in social transformation; explain personal info protection, online contracts, copyright, and cybercrime laws.";"Internet workings/law intro; personal info and interception; electronic contracts; consumer protection; trademarks/domain names; taxation of E-Commerce; and cybercrime";10
IPL431;Intellectual Property Law 431;4 or 5;LLB 7162, LLB-ECP 7172;THI211;None;"Analyse founding theories; identify Intellectual Property forms; discuss global regime debates; and discuss traditional knowledge protection (Africanisation).";"Founding theories; Copyright Law; Patent Law and Industrial Designs; Trade Mark Law and Unlawful Competition; and Traditional Knowledge protection";10
IPS131/132;Intro to Psychology in the Workplace 131/132;1;BCom Law 7211;None;None;Refer to Faculty of Economic and Management Sciences Calendar for outcomes.;Main content restricted - consult EMS Department;15
IPS231;Career Psychology 231;2;BCom Law 7211;IPS131/132;None;"Understand the meaning of work and career concepts; explain life and career stages; and explain organizational and individual roles in development.";"Career Choice; Career Anchors; stages; organizational support; and implications of organizational changes for careers";10
IPS232;Psychometrics 232;2;BCom Law 7211;IPS131/132 & BUS132;None;Refer to Faculty of Economic and Management Sciences Calendar for outcomes.;"Psych assessment techniques (nature, application, abuse); multimodal methods; and legislative/ethical frameworks for testing";10
IPS233;Human Resource Management 233;2;BCom Law 7211;IPS131/132;None;"Recall/explain history of HRM and major functions of an HR department; and apply HR knowledge to real-life simulated scenarios.";"Job analysis/design; recruitment and induction; internal staffing; performance management; and career development";10
IPS234;Labour Relations 234;2;BCom Law 7211;IPS131/132;None;"Describe environmental context of labour relations; and explain roles of various parties and the importance of sound relations in SA.";Main content restricted - consult EMS Department;10
IPS331;Organisational Behaviour 331;3;BCom Law 7211;Any three IPS 200-level;None;"Understand trace historical development of Organizational Behaviour; discuss theories of motivation/leadership; and evaluate technology impacts.";Main content restricted - consult EMS Department;15
IPS333;Research Methodology 333;3;BCom Law 7211;None;None;Refer to Faculty of Economic and Management Sciences Calendar for outcomes.;Main content restricted - consult EMS Department;15
IPS335;Consumer Behaviour 335;3;BCom Law 7211;None;None;"Define consumer behavior; describe market segmentation and Marketing concept; and describe consumer research and decision-making processes.";Main content restricted - consult EMS Department;15
IPS337;Training Management 337;3;BCom Law 7211;None;None;Refer to Faculty of Economic and Management Sciences Calendar for outcomes.;Main content restricted - consult EMS Department;15
JUR312;Jurisprudence 312;3 or 4;LLB 7162, LLB-ECP 7172;None;None;"Discuss transformation through Africanisation; reflect on law/morality relationships; and explain philosophical foundations used in SA adjudication.";"Law vs Western modernity/colonialism; law vs morality/politics; law vs transformation/critique; and critical engagement with academic texts";15
LAB321;Labour Law 321;3 or 4;LLB 7162, LLB-ECP 7172, BA Law 7221, BCom Law 7211;None;None;"Explain basic labour law principles; assess controversial issues under the Constitution; and understand employment condition negotiation/dispute resolution.";"Individual employment law; collective bargaining law; industrial action; dispute resolution; and transformation via ideals of Africanisation/decolonisation";15
LAB431;Digitalising Labour Law 431;4 or 5;LLB 7162, LLB-ECP 7172;LAB321;None;"Explain relevance of access to justice; apply logic/technology principles; appraise digital decision-making systems; and test entitlement processes.";"Access to justice legal/practical aspects; digitalisation; legal logic; digital systems building on existing labour law knowledge; and procedure digitalisation";10
LBL431;Advanced Labour Law 431;4 or 5;LLB 7162, LLB-ECP 7172;LAB321;None;"Demonstrate understanding of current debates in labour law; describe pratique issues; and conduct research on specific labour areas.";"Atypical employment; business restructuring; dismissal law issues; discrimination law; collective bargaining; common law resurgence; and dispute resolution";10
LCP204;Law of Criminal Procedure 204;2 or 3;LLB 7162, LLB-ECP 7172;None;None;"Identify applicable rules/procedures; identify procedures within criminal law; draft documents (Bail Affidavits); and review a live bail application.";"Criminal justice principles/sanctions; application in SA criminal courts; value and impact of the Constitution; and authentic court exposure (WIL)";20
LEC431;Law of Economic Crime 431;4 or 5;LLB 7162, LLB-ECP 7172;None;None;"Identify causes/effects of economic criminality; comprehend legal/institutional frameworks; and develop prevention and eradication recommendations.";"Impact on socio-economic rights; Money laundering stages/prosecution; Corruption forms and mutual assistance; and recovery of lost assets";10
LLW431;Housing, Land and Property Reform 431;4 or 5;LLB 7162, LLB-ECP 7172;THI211;None;"Discuss colonial/apartheid land holding history; apply Constitutional property clause to land reform and housing; and discuss customary land tenure.";"SA land tenure system overview; land and housing reform; restitution/redistribution; constitutional property law; and customary land tenure systems";10
LOI431;Law of Insurance 431;4 or 5;LLB 7162, LLB-ECP 7172;CNT301;None;"Identify valid insurance policies; apply materiality tests for misrepresentation; and analyse scenarios using legislation/Constitution for resolution.";"Requirements for valid insurance; policy interpretation; insurable interest; risk; misrepresentation/non-disclosure; and insurance digitisation";10
LOP100;Law of Persons 100 ECP;2;LLB-ECP 7172;None;None;"List/compare fundamental concepts of common law and customary law principles; identify legislation/case law influence; and discussing legal problems.";"Law of Persons and Constitution; terminology; beginning/end of subjectivity; status factors (age, domicile, birth, addiction,curatorship); and customary law status";15
LOP112;Law of Persons 112;1 or 2;LLB 7162, BA Law 7221, BCom Law 7211;None;None;"Identify common law and customary law principles; identify applicable legislation and Constitution influence; and solve problems via research techniques.";"Law of Persons and Constitution; legal subjectivity (unborn fetus); end of subjectivity; and factors influencing status (mental illness, prodigality, insolvency)";15
LPL431;Legal and Religious Pluralism 431;4 or 5;LLB 7162, LLB-ECP 7172;None;None;"Illustrate transformative constitutionalism in indigenous laws; evaluate legal pluralism as product of colonisation; and explain future legal behavior adaptation.";"Philosophical context of pluralism; impact of colonial rule; Muslim Personal Law; Customary law critique; communal vs individual dissonance; and legal identity";10
LPP411;Legal Process 411;4 or 5;LLB 7162, LLB-ECP 7172;CIV302;None;"Apply consultation techniques (uBuntu) in simulations; assess trial advocacy approaches; and express arguments effectively (oral/written).";"Simulated environment communication; basic trial advocacy; consultation techniques; diversity training; and capita selecta (civil procedure, gender law, ethics)";10
MAN131/132;Principles of Business Management 131/132;1 or 2;LLB 7162, LLB-ECP 7172, BCom Law 7211;IEB131 for Non-EMS;None;"Explain context of SA business; internal/external factors; success management principles; articulated business research; and plan/work effectively in teams.";"Business enterprise as system; Management history; Entrepreneurship; establishment; managing functional areas (marketing, finance, etc.); and POLC functions";15
MAN201;Entrepreneurship 201;2;BCom Law 7211;None;MAN206;"Describe entrepreneurship field development; discuss policies to alleviate challenges; and demonstrate understanding of small enterprise requirements.";"Venture creation processes; lifecycle; case studies of SA entrepreneurs; and developing business plans";10
MAN206;Finance for Small and Medium Enterprises 206;2;BCom Law 7211;MAN131 or MAN132;MAN201;"Demonstrate understanding of different finance requirements across entrepreneurial life cycle; and identify SME financing opportunities.";Main content restricted - consult EMS Department;10
MAN231;Marketing 231;2;BCom Law 7211;MAN131 or MAN132;None;"Define marketing and outline process steps; and discuss customer relationship management and customer-driven strategy elements.";Main content restricted - consult EMS Department;10
