Module Code;Module Name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
DIE804;Dietetics Master's Mini-Thesis 804;Master's;8721;None;None;Defend and finalize Master's mini-thesis.;Mini-thesis completion and submission.;9
HDA811;Research Methods 811;Master's;8787;None;None;Design clinical database research studies and define data variables.;Quantitative epidemiology, clinical trial databases, and research ethics.;20
HDA812;Data Analytics in Health Systems and Policies 812;Master's;8787;None;None;Apply data mining and analytics tools to model health system policies.;Policy analytics, system dynamics modeling, and healthcare quality reporting.;20
HDA813;Health Data 813;Master's;8787;None;HDS806;Standardize health records using HL7 and ICD-10 medical classifications.;EMR architecture, data standards, medical classifications, and quality auditing.;20
HDA814;Health Data Management 814;Master's;8787;None;None;Design SQL databases and manage medical information storage.;Relational databases, medical data security, ETL pipelines, and data warehouses.;20
HDA815;Applied Statistics and Data Mining 815;Master's;8787;None;None;Apply predictive machine learning models to clinical healthcare datasets.;Regression trees, neural networks, random forests, and SPSS/R clinical analytics.;20
HDA816;Applied Health Data Analytics 816;Master's;8787;HDA812, HDA813, HDA814, HDA815;None;Build interactive medical dashboards and present predictive clinical outcomes.;BI dashboards, data visualization, predictive healthcare analytics, and executive presentation.;20
HDP111;Health, Development and Primary Health Care 111;Level 1;8334, 8324, 8354, 8344;None;None;Explain the socio-economic determinants of health in developing contexts.;Primary health care, social justice, and basic epidemiology.;5
HDP116;Health, Development and Primary Health Care 116;Level 1;8312;None;None;Formulate basic community wellness assessments.;Family health profiling, clinic logistics, and primary care guidelines.;5
HDP122;Primary Health Care 122;Level 1;8231, 8111, 8211, 8411, 8334, 8313, 8061, 3305;None;None;Explain health promotion, disease prevention, and community health services.;Ottawa charter, disease surveillance, immunization, and community-based health care.;10
HDP124;Health, Development and Primary Health Care 124;Level 1;5211;None;None;Apply basic oral hygiene health promotion campaigns in primary care settings.;Dental hygiene education, primary health care approach, and clinical service.;5
HEC114;Foods 114;Level 1;8334, 8324, 8354, 8344;None;None;Examine food composition, chemical changes, and preparation techniques.;Macromolecules, cooking methods, food safety, and nutritional preservation.;15
IPE701;lnterprofessional Research Project 701;Honours;8030;None;None;Design and execute an interprofessional collaborative research project.;Interdisciplinary research methodologies, data analysis, and scientific report.;30
IPE711;Theories, Models and Concepts in Interprofessional Education 711;Honours;8030;None;None;Evaluate pedagogical theories and collaborative practice models in healthcare.;Adult learning, interprofessional collaboration, and team-based models.;25
IPE716;Leadership in Interprofessional Education and Collaborative Practice 716;Honours;8030;None;None;Apply collaborative leadership models in healthcare teams.;Team-based leadership, conflict management, and patient-centered care.;25
IPE717;lnterprofessional Shared Decision-making 717;Honours;8030;None;None;Implement shared decision-making models in clinical healthcare environments.;Clinical communication, patient participation, and collaborative treatment plans.;20
NAP814;Advanced General Practice 814;Master's;8863;None;None;Diagnose and manage advanced systemic clinical medical-surgical emergencies.;Critical care nursing, advanced hemodynamics, and critical clinical assessments.;20
NAP815;Advanced Midwifery 815;Master's;8863;None;None;Prescribe emergency clinical interventions in high-risk obstetric cases.;Fetal monitoring, neonatal intensive care, and high-risk deliveries.;20
NAT111;Principles of Natural Healing 111;Level 1;8334, 8324, 8354, 8344;None;None;Explain historical evolution and philosophical models of natural healing.;History of naturopathy, vitalism, vis medicatrix naturae, and clinical ethics.;5
NAT201;Comparative Complementary Healing Systems 201;Level 2;8334, 8324, 8354, 8344;NAT111;None;Compare philosophical paradigms, diagnostics, and therapeutics of TCM, Tibb, and Naturopathy.;Paradigmatic comparisons, herbal approaches, diagnostic markers, and clinical synergy.;10
NAT311;Pathology 311;Level 3;8334, 8324, 8354, 8344;MBS231, MBS232, MIC251, MIC252;None;Explain cellular injury, inflammation, hemodynamic disorders, and neoplasia.;Cellular adaptation, cell death, acute/chronic inflammation, and tumor pathology.;15
NAT321;Pathology 321;Level 3;8334, 8324, 8354, 8344;NAT311;BCM301;Apply systemic pathology principles to diagnose cardiovascular and renal diseases.;Atherosclerosis, heart failure, glomerulonephritis, and systemic tissue biopsies.;10
NAT323;Herbal Pharmacognosy 323;Level 3;8334, 8324, 8354, 8344;None;None;Identify active chemical constituents of medicinal plants and extraction methods.;Phytochemical classes, alkaloids, glycosides, essential oils, and quality control.;20
NAT402;Physical Therapies 402;Level 4;8334, 8324, 8354, 8344;None;None;Perform clinical hydrotherapy, massage, and therapeutic exercise procedures.;Thermotherapy, cryotherapy, lymphatic drainage, and basic exercise prescription.;10
NAT403;Differential Diagnosis for Naturopathy 403;Honours;8334;BCM301;BCM401, BCM402;Perform comprehensive naturopathic clinical assessments and case-taking.;Naturopathic diagnostics, iridology, clinical case analysis, and integrative reporting.;10
NAT404;Clinical Naturopathy 404;Honours;8334;None;None;Deliver clinical treatments and monitor wellness outcomes in patients.;Naturopathic clinic rotations, therapeutic monitoring, and diet plans.;10
NAT504;Advanced Clinical Naturopathy 504;Honours;8334;None;None;Deliver autonomous clinical naturopathic healthcare and manage clinics.;Clinic internship, complex patient cases, and professional business management.;40
NAT511;Naturopathic Therapeutics 511;Honours;8334;None;None;Formulate herbal, nutritional, and physical treatment protocols.;Therapeutic strategies, product compounding, counseling, and case studies.;20
NAT521;Natural Medicine Practice 521;Honours;8334;None;None;Examine national medicine regulations and professional ethical codes.;SAPCVP rules, medicine supply acts, legal liabilities, and clinical records.;10
NAT801;Natural Medicine Master's Thesis 801;Master's;8741;None;None;Execute independent research on an integrative health science topic.;Supervised execution of an original Master's thesis.;180
NAT802;Natural Medicine Master's Thesis 802;Master's;8741;None;None;Defend and publish natural medicine research.;MSc Nat Med dissertation completion and defense.;9
NAT901;Natural Medicine Doctoral Thesis 901;Doctoral;8950;None;None;Formulate original complementary medicine and natural sciences theories.;Supervised execution of an original doctoral dissertation.;360
NAT902;Natural Medicine Doctoral Thesis 902;Doctoral;8950;None;None;Defend and publish doctoral research.;PhD dissertation completion, defense, and publications.;10
NED711;Curriculum Development 711;Honours;8301;None;None;Design NQF-aligned curriculum frameworks and module guides for nursing.;Curriculum models, learning outcome design, and SANC accreditation guidelines.;20
NHM722;Leadership and Management 722;Honours;8301;None;None;Apply 21st-century leadership and digital competencies to health service management.;Strategic leadership, technology in healthcare, change management, and professional excellence.;20
NRS001;Clinical Hours 001;Level 1;8312;None;None;Complete clinical observation hours in accredited primary health facilities.;Supervised clinical placement and reflective portfolio entry.;1
NRS002;Clinical Hours 002;Level 2;8312;None;None;Complete required hands-on clinical hours in hospital settings.;Supervised medical-surgical ward placements.;0
NRS122;Introduction to Mental Health 122;Level 1;8313;None;None;Identify basic psychosocial defense mechanisms and mental health concepts.;Stress management, crisis theory, developmental tasks, and psychopathology introduction.;10
NRS134;Clinical Hours 134;Level 1;8313;None;None;Complete accredited clinical practical hours in primary care clinics.;Primary health care ward placement and skills log book.;0
NRS161;Fundamentals of Nursing Science 161;Level 1;8312;None;None;Understand the historical, legal, and ethical foundations of nursing.;History of nursing, South African Nursing Council (SANC) rules, and nursing ethics.;10
NRS162;Fundamentals of Nursing 162;Level 2;8312;NRS161;None;Describe fundamental physiological and basic care needs of patients.;Nutritional support, skin integrity, elimination, sleep, and pain management.;10
NRS202;Introduction to Research 202;Level 2;8313;None;None;Critically read and evaluate published nursing research articles.;Evidence-based practice, scientific reading, research ethics, and basic designs.;10
NRS211;General Nursing Science 211;Level 2;8313;NUR111, NUR112, HUB118, HUB128;PHA204, HUB218, PSY111, PSY112;Formulate comprehensive nursing care plans for medical-surgical conditions.;Patient assessment, fluid-electrolyte balance, oncology, and perioperative care.;20
NRS212;General Nursing Science 212;Level 2;8313;NUR111, NUR112, HUB118, HUB128;PHA204, HUB228, CUR214;Prescribe nursing interventions for major system-specific acute conditions.;Cardiovascular, respiratory, gastrointestinal, endocrine, and renal nursing.;20
NRS214;Communicable Diseases 214;Level 2;8313;HUB118, HUB128, MBS130, MBS123;HUB218, PCL210;Diagnose and manage major infectious diseases within South African context.;TB, HIV/AIDS, malaria, STI management, and infectious disease nursing protocols.;20
NRS215;Non-Communicable Diseases 215;Level 2;8313;HUB118, HUB128;HUB228, PCL210;Design management and lifestyle programs for chronic non-communicable diseases.;Hypertension, diabetes, asthma, stroke, and cardiovascular disease nursing.;20
NRS216;Child Health 216;Level 3;8313;HUB118, HUB128, MBS130, MBS123;HUB228, PCL210;Apply Integrated Management of Childhood Illness (IMCI) treatment guidelines.;Pediatric assessment, common childhood illnesses, malnutrition, and immunization.;15
NRS234;Clinical Hours 234;Level 2;8313;None;None;Complete medical-surgical clinical practical hours.;Hospital-based medical and surgical ward placement.;0
NRS302;Research Methodology 302;Level 3;8313;NRS202;None;Formulate an ethically sound scientific research proposal.;Problem statement, literature review, methodology, and ethical clearance process.;15
NRS313;Child Health 313;Level 3;8313;None;None;Diagnose and manage acute pediatric conditions and emergencies.;Pediatric resuscitation, dehydration, respiratory distress, and neonatology nursing.;15
NRS322;Mental Health Nursing 322;Level 3;8313;NRS122;None;Apply psychiatric nursing skills in acute and chronic mental health facilities.;Schizophrenia, bipolar, mood disorders, substance abuse, and psychiatric emergencies.;20
NRS324;Child Health 324;Level 3;8313;None;None;Prescribe clinical nursing care for specialized pediatric surgery patients.;Congenital anomalies, pediatric pre- and post-operative nursing, and oncology.;15
NRS331;Community Based Maternal and Reproductive Health 331;Level 3;8313;NUR101, HUB218, HUB228, PCL210;None;Manage reproductive and antenatal health clinics in the community.;Contraception, family planning, antenatal screening, and syndromic STI treatment.;35
NRS332;Maternal and Infant Health Care: Low Risk 332;Level 3;8313;None;None;Perform low-risk clinical deliveries and neonatal care.;Practical low-risk midwifery, active labor management, and low-risk postpartum care.;35
NRS334;Clinical Hours 334;Level 3;8313;None;None;Complete required midwifery and psychiatric clinical hours.;Clinical placements in labor ward and psychiatric hospitals.;0
NRS401;Nursing Internship 401;Level 4;8313;None;None;Perform clinical coordination and leadership roles in specialized nursing units.;Supervised clinical internship in acute care and primary health environments.;30
NRS402;Research Project 402;Level 4;8313;NRS302;None;Execute a scientific research study and write a research report.;Data collection, statistical/qualitative analysis, and final report writing.;20
NRS411;Specialized Medical-Surgical Nursing 411;Level 4;8313;None;None;Prescribe advanced nursing care for critical care and trauma patients.;Triage, mechanical ventilation, intensive care monitoring, and advanced life support.;20
NRS412;Specialized Medical-Surgical Practice 412;Level 4;8313;None;None;Manage high-dependency clinical situations in emergency environments.;Trauma unit placement, acute monitoring, and resuscitation protocols.;15
NRS413;Comprehensive Primary Health Care 413;Level 4;8313;None;None;Apply clinical health policies and manage primary health care clinic operations.;District health system, clinic logistics, medicine management, and SANC standards.;30
NRS414;Ethos, Ethics and Professional Development 414;Level 4;8313;None;None;Critically analyze complex ethical dilemmas and professional practice regulations.;SANC regulations, medical law, professional negligence, and advocacy strategies.;20
NRS415;Health Assessment, Treatment and Care 415;Level 4;8313;None;None;Conduct comprehensive physical examinations and prescribe pharmacological treatments.;Systematic health assessment, clinical pharmacology, and dispensing license requirements.;20
NRS416;Health Service Management 416;Level 4;8313;None;None;Apply quality assurance models and manage nursing service budgets.;Nursing administration, financial auditing, strategic management, and policy implementation.;20
NRS421;Nursing Practice Portfolio 421;Level 4;8313;None;None;Synthesize clinical learning into a comprehensive professional practice portfolio.;Compilation of reflective cases, clinical logs, and competence reviews.;15
NRS423;Professional Practice 423;Level 4;8313;None;None;Execute clinical skills and professional nursing duties autonomously.;Clinical ward management, patient triage, and multi-disciplinary coordination.;20
NRS434;Clinical Hours 434;Level 4;8313;None;None;Complete SANC-mandated professional clinical internship hours.;Final clinical placement in critical care, trauma, and clinic settings.;0
NRS801;Nursing Master’s Thesis 801;Master's;8863;None;None;Execute independent research on a specialized clinical nursing topic.;Supervised execution of an original Master's thesis.;180
NRS802;Nursing Master’s Thesis 802;Master's;8863;None;None;Finalize and defend clinical nursing research thesis.;Dissertation defense and academic manuscript.;9
NRS803;Nursing Master’s Mini-Thesis 803;Master's;8863;None;None;Execute nursing research of a limited scope and compile a mini-thesis.;Independent mini-thesis research and report writing.;120
NRS804;Nursing Master’s Mini-Thesis 804;Master's;8863;None;None;Defend and finalize Master's mini-thesis.;Mini-thesis completion and submission.;9
NUR101;Fundamentals of Nursing 101;Level 1;8313;None;None;Demonstrate basic patient care and clinical assessment skills.;Vital signs, bed-making, infection control, and patient mobilising.;20
NUR111;Fundamentals of Nursing Science 111;Level 1;8313;None;CUR111, PHY118, HUB118;Explain basic cellular biology and biochemistry foundations of nursing.;Cell structure, metabolic pathways, immunology, and genetic principles.;15
NUR112;Fundamentals of Nursing Science 112;Level 1;8313;None;CUR111, CHM128, HUB128;Apply biological, chemical, and physical principles to nursing care.;Biomechanics, fluid dynamics, tissue healing, and physiological homeostatic controls.;15
NUR821;Curriculum Development 821;Master's;8863;None;None;Critically analyze nursing education policies and curriculum designs.;Global nursing education trends, curriculum theory, and SANC accreditation.;15
NUR823;Educational Assessment 823;Master's;8863;None;None;Design valid and reliable clinical and theoretical assessment tools.;Assessment taxonomies, OSCE design, moderation, and academic integrity checks.;15
NUR825;Learning Technologies 825;Master's;8863;None;None;Integrate learning technologies and virtual simulation in nursing instruction.;LMS tools, virtual patient simulation, online pedagogy, and e-learning design.;15
NUR829;Advanced Clinical Practicum 829;Master's;8863;None;None;Perform advanced specialized clinical duties in intensive settings.;Specialized hospital placement, clinical instruction, and professional portfolios.;15
NUR901;Nursing Doctoral Thesis 901;Doctoral;8950;None;None;Formulate original scientific theories to advance the nursing profession.;Supervised execution of an original doctoral dissertation in Nursing.;360
NUR902;Nursing Doctoral Thesis 902;Doctoral;8950;None;None;Defend and publish doctoral research findings.;Completion of PhD dissertation and academic defense.;10
NUT141;Nutrition 141;Level 1;8231;None;None;Explain physiological digestion, absorption, and transport of nutrients.;Gastrointestinal tract, biochemistry of macro- and micronutrients, and metabolism.;10
NUT211;Nutrition 211;Level 2;8231;None;BTN216, BTN214, MBS231;Design optimal diet plans for adult populations.;Recommended dietary allowances, life stage requirements, and menu planning.;10
NUT214;Introduction to Health and Nutrition within Community 214;Level 2;8415;CDE111;NUT224, CDE211, CDE212;Examine public health nutritional challenges and malnutrition etiology in SA.;Protein energy malnutrition, obesity, maternal nutrition, and community gardens.;15
NUT221;Nutrition 221;Level 2;8231;None;BTN216, BTN214, MBS231, MBS232;Design specialized diet plans for child and geriatric populations.;Developmental stages, pediatric feeding guides, and geriatric nutrient density.;10
NUT223;Biochemistry of Nutrition 223;Level 2;8231;None;None;Explain molecular metabolic pathways of carbohydrates, lipids, and proteins.;Glycolysis, Krebs cycle, beta-oxidation, urea cycle, and metabolic regulation.;10
NUT224;Nutrition through Life Cycle Stages 224;Level 2;8415;None;None;Prescribe optimal nutritional regimes for pregnant, lactating, and child groups.;Maternal nutritional demands, infant feeding, school-aged nutrition, and wellness.;15
NUT224;Nutritional Biochemistry II 224;Level 2;8231;None;None;Examine cellular biochemical functions of vitamins and minerals.;Coenzyme functions, macrominerals, trace elements, and oxidative stress.;10
NUT311;Nutritional Medicine 311;Level 3;8231;None;None;Apply functional nutritional medicine to optimize physiological health.;Bioactive compounds, phytonutrients, anti-inflammatory diets, and nutrigenomics.;10
NUT315;Nutritional Medicine 315;Level 3;8334, 8324, 8354, 8344;None;None;Formulate herbal and nutrient-specific therapies for chronic diseases.;Metabolic syndrome, chronic fatigue, gut health, and functional food diets.;10
NUT322;Nutritional Science 322;Level 3;8231;None;None;Critically analyze food systems, toxicology, and food preservation.;Food processing, synthetic toxins, food labeling legislation, and GMOs.;10
NUT344;Research Methodology (Nutrition) 344;Level 3;8231;None;None;Formulate an ethically sound scientific research proposal in nutrition.;Problem statement, literature review, methodology, and ethical clearance.;10
NUT403;Community Development Practice in Nutrition 403;Level 4;8415;NUT214, NUT224, NUT311, NUT322, CDE111, CDE112, CDE211, CDE212;CDE401;Design and evaluate community-wide developmental nutrition projects.;Community clinic placement, school feeding monitoring, and project reports.;20
NUT803;Nutrition Mini-Thesis 803;Master's;8711;None;None;Execute independent research on a nutrition topic and write a mini-thesis.;Research design, data collection, analytical techniques, and mini-thesis report.;90
NUT804;Nutrition Mini-Thesis 804;Master's;8711;None;None;Defend and finalize Master's mini-thesis.;Public thesis defense and scientific article preparation.;9
OCT105;Introduction to Human Occupation 105;Level 1;8111;None;None;Explain foundational concepts of human occupation, activity, and occupational science.;Definitions of occupation, activity analysis, occupational balance, and historical foundations.;15
OCT118;Introduction to Occupational Therapy 118;Level 1;8111;None;None;Formulate basic client-centered profiles and explain OT therapeutic goals.;OT practice frameworks, therapeutic use of self, communication skills, and clinical ethics.;25
OCT211;OT: Heath Promotion and Youth Wellness 211;Level 2;8111;None;None;Design occupational health promotion programmes for school-aged youth.;Pediatric health promotion, school-based OT, and sensory integration basics.;10
OCT212;OT: Child and Adolescent Psychiatry 212;Level 2;8111;None;None;Formulate occupational therapy plans for children with psychiatric conditions.;ADHD, autism, juvenile depression, pediatric psychiatric OT, and group work.;10
OCT213;Occupational Therapy and Chronic Diseases 213;Level 2;8111;None;None;Prescribe occupational adaptations for patients with chronic physical conditions.;Cardiovascular, diabetic, arthritis OT interventions, and joint protection techniques.;10
OCT214;OT and Psychogeriatrics 214;Level 2;8111;None;None;Design occupational therapy interventions for geriatric dementia patients.;Dementia, alzheimer's, geriatric occupational balance, and sensory stimulation.;10
OCT215;Human Occupation 215;Level 2;8111;None;None;Analyze occupational performance and environmental barriers across lifespan.;Occupational performance models, physical environmental audits, and universal design.;10
OCT315;Occupational Therapy Clinical Practice 315;Level 3;8111;None;None;Execute clinical OT assessments and plans under direct supervision.;Clinical placement rotation, patient history, standardized assessments, and clinical logs.;15
