Module Code;Module Name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
AFR312;Afrikaans 312;Level 3;4512, 4513, 4515;AFR211 & AFR212 & AFR221 & AFR222;None;Synthesize advanced linguistic theories and literary movements.;"Afrikaans linguistics (semantics and pragmatics); Dutch literary history.";10
AFR321;Afrikaans 321;Level 3;4512, 4513, 4515;None;None;Analyze colonial and post-colonial themes in Dutch and Afrikaans literature.;Dutch and Afrikaans literature (colonialism, identity, and gender).;10
AFR322;Afrikaans 322;Level 3;4512, 4513, 4515;None;None;Demonstrate critical research skills in Afrikaans literary theory.;"Research methodology in literary studies; independent project.";10
AFR331;Afrikaans 331;Level 3;4512, 4513, 4515;AFR231;None;Apply advanced editing and writing protocols in publishing.;Advanced copy editing, layout design, and creative writing.;10
AFR333;Afrikaans 333;Level 3;4512, 4513, 4515;AFR243;None;Perform complex technical translation and localization.;Technical translation, software localization, and term creation.;10
AFR341;Afrikaans 341;Level 3;4512, 4513, 4515;AFR241;None;Examine language planning, policy, and language rights.;"Language planning and policy in South Africa; dialectology.";10
AFR342;Afrikaans 342;Level 3;4512, 4513, 4515;None;None;Demonstrate communicative mastery in professional translation settings.;"Practical internships; project portfolios in translation and copy editing.";10
ALT111;Afrikaans Home Language Literacy Teaching 111;Level 1;4517;None;None;Demonstrate foundational knowledge of Afrikaans home language reading and writing development.;"Emergent literacy; phonological awareness; phonics instruction; shared reading; handwriting; spelling.";15
ALT211;Afrikaans Home Language Literacy Teaching 211;Level 2;4517;ALT111;None;Apply different instructional approaches to Afrikaans home language reading and writing instruction.;"Guided reading; independent writing; vocabulary development; comprehension strategies; classroom environment set up.";20
ALT311;Afrikaans Home Language Literacy Teaching 311;Level 3;4517;ALT211;None;Design and evaluate comprehensive Afrikaans home language literacy programmes in the Foundation Phase.;"Reading and writing across the curriculum; children's literature; assessment of reading and writing; supporting struggling readers.";30
ALT411;Afrikaans Home Language Literacy Teaching 411;Level 4;4517;ALT311;None;Synthesize advanced research on literacy practices to optimize Afrikaans home language instruction.;"Classroom action research in literacy; decolonial literacy approaches; advanced diagnostics and clinical support; textbook evaluation.";30
EDC101;Education Practice 101;Level 1;4512, 4513, 4514, 4515, 4516, 4517, 4091, 4092;None;None;Reflect on the change from school learner to university student and student teacher, and analyze basic teaching vignettes.;"Norms and Standards for Educators; planning lessons; microteaching; analyzing teaching videos; lesson planning principles.";15
EDC111;Literacy and Numeracy 111;Level 1;4517, 4091, 4092;None;None;Demonstrate foundational knowledge of literacy and numeracy instruction in the early years.;"Introduction to early literacy; basic number concepts; concrete-representational-abstract instruction; classroom materials design.";15
EDC121;Lifeskills 121;Level 1;4512, 4513, 4514, 4515, 4516, 4091, 4092;None;None;Use newly developed intra and interpersonal skills in their interactions with learners, and identify youth at risk.;"Designing and facilitating Life Skills Programmes; theoretical foundations of a Life Skills Approach; risk and resilience in youth; sexuality and HIV/AIDS education; care and support.";15
EDC122;Second Additional Language 122;Level 1;4512, 4513, 4514, 4515, 4516, 4517, 4091, 4092;None;None;Hold elementary conversations and demonstrate basic reading comprehension in a second additional language.;"Basic vocabulary development; elementary sentence structure; cultural communication patterns; simple dialogue practice.";15
EDC131;Social Psychology for Educators 131;Level 1;4513, 4091;None;None;Explain the basic principles of social psychology and apply them to the educator's role in classrooms.;"Introduction to social psychology; group dynamics; peer relationships; aggression and prosocial behavior in school settings.";10
EDC143;Introduction to Physical Education for Life Orientation 143;Level 1;4513, 4091;None;None;Demonstrate basic physical education methodologies and design motor skill acquisition plans.;"Physical education theories; psychomotor development; games and movement; safety in physical education; lesson designs.";10
EDC201;Education Practice 201;Level 2;4512, 4513, 4514, 4515, 4516, 4517, 4091, 4092;EDC101;None;Plan and execute lessons in simulated and authentic classroom contexts, displaying professional pedagogical practices.;"Classroom management; lesson preparation; teacher observation; microteaching; reflection on educational practice; student assessment.";15
EDC202;Education Practice 202;Level 2;4401, 4402, 4403, 4404, 4405;EDC101;None;Deliver lesson plans in Senior Phase and FET classrooms under supervisor guidance, reflecting on practice.;"Clinical school placement; lesson delivery; peer review; teaching materials development; classroom administrative duties.";30
EDC221;Education 221;Level 2;4401, 4402, 4403, 4404, 4405;None;None;Examine curriculum frameworks and child-centered teaching methodologies in Senior Phase contexts.;"Curriculum theory; outcomes-based education; cooperative learning; lesson design models; assessment strategies; South African CAPS policy.";20
EDC301;Education Practice 301;Level 3;4512, 4513, 4514, 4515, 4516, 4517, 4091, 4092;EDC201;None;Demonstrate professional instructional and design competencies during an extended school placement.;"School clinical teaching; assessment design; portfolio management; school-parent interactions; professional reflective cycle.";30
EDC302;Education Practice 302;Level 3;4401, 4402, 4403, 4404, 4405;EDC202;None;Demonstrate practical and reflective competencies as interpreters and designers of learning programmes, and learning mediators.;"Norms and Standards for Educators; social functions of schools; reflecting on the physical, social, instructional dimensions of classrooms; 7 roles of educators.";40
EDC311;Education 311;Level 3;4401, 4402, 4403, 4404, 4405;None;None;Understand that children develop holistically and within a socio-cultural context, applying development theories.;"Ecosystemic approach (Bronfenbrenner); physical development; psycho-social development (Erikson); cognitive development (Piaget); theories of learning (Piaget, Vygotsky, Feuerstein).";20
EDC313;Education 313 (Learning and Development 313);Level 3;4512, 4513, 4514, 4515, 4516, 4091, 4092;None;None;Understand holistic development and apply developmental and learning theories to primary school classroom situations.;"Child development within socio-cultural contexts; physical, emotional, social, and cognitive factors on achievement; intelligence debates; Piaget and Vygotsky.";15
EDC321;Education 321;Level 3;4401, 4402, 4403, 4404, 4405;None;None;Develop a critical understanding of the concept and nature of the curriculum, pedagogy, and learner discipline.;"Curriculum policy development in South Africa (OBE, CAPS); curriculum implementation; defining learner discipline; preventative and corrective approaches; cause of misbehavior.";20
EDC323;Education 323;Level 3;4512, 4513, 4514, 4515, 4516, 4091, 4092;None;None;Demonstrate critical and theoretical understanding of South African school curriculum frameworks and pedagogical knowledge.;"Concept and nature of curriculum and pedagogy; CAPS policy implementation; lesson planning and design; assessment strategies; classroom discipline.";15
EDC401;Education Practice 401;Level 4;4512, 4513, 4514, 4515, 4516, 4517, 4091, 4092;EDC301;None;Demonstrate comprehensive mastery of educational practice and teaching administration in a full term school placement.;"Classroom leadership; curriculum management; independent teaching rotation; assessment moderation; parent-teacher consultations; professional portfolio defense.";60
EDC402;Education Practice 402;Level 4;4401, 4402, 4403, 4404, 4405;EDC302;None;Demonstrate absolute mastery of teaching roles in a full-semester school placement, aligning with Norms and Standards.;"Independent teaching; classroom administrative systems; school governance; community engagement; professional portfolio defense; extracurricular coordination.";40
EDC411;Education 411;Level 4;4401, 4402, 4403, 4404, 4405;EDC311 & EDC321;None;Demonstrate knowledge of basic research concepts, formulate a research question and design an appropriate procedure.;"Introduction to research in education; research types (quantitative, qualitative, mixed); variables and hypotheses; proposals; data collection and analysis.";30
EDC413;Education 413;Level 4;4512, 4513, 4514, 4515, 4516, 4091, 4092;None;None;Demonstrate basic competence in formulating educational research proposals and understanding research methodologies.;"Research concepts; quantitative and qualitative methodologies; formulation of research questions; literature review; ethical issues in education.";15
EDC421;Education 421;Level 4;4401, 4402, 4403, 4404, 4405;None;None;Articulate and defend professional values and ethics of educators under the SACE code of conduct.;"SACE code of professional ethics; teacher professionalism; legal frameworks of schooling; rights and responsibilities of teachers, learners and parents.";20
EDC423;Education 423;Level 4;4512, 4513, 4514, 4515, 4516, 4091, 4092;None;None;Articulate a sound understanding of the concepts ethics and epistemology and teachers' professional values.;"Ethics and epistemology; value and virtue; teachers' professional values; teacher professionalism; SACE Handbook; Manifesto on Values, Education and Democracy.";15
EDU111;Education 111;Level 1;4401, 4402, 4403, 4404, 4405;None;None;Explain the background to key aspects of the history and sociology of education in South Africa.;"Introduction to Sociology of Education; historical overview of Education in South Africa; education and politics; educational debates; poverty; teaching in different school communities.";15
EDU121;Education 121;Level 1;4401, 4402, 4403, 4404, 4405;None;None;Use newly developed intra and interpersonal skills, and identify youth at risk in secondary school contexts.;"Intra and interpersonal skills; Life Skills, Life Orientation, and Health Education; youth at risk (reproductive health, substance use, violence, HIV/AIDS); resilience.";10
EFL211;English First Additional Language Literacy Teaching 211;Level 2;4517;None;None;Show knowledge and understanding of First Additional Language development and literacy theories.;"English FAL theories; oral-to-print transition; emergent reading; vocabulary building in FAL.";15
EFL311;English First Additional Language Literacy Teaching 311;Level 3;4517;EFL211;None;Show an understanding of the English FAL curriculum and different reading and writing approaches.;"English FAL curriculum; phonemic awareness in second language; balanced reading instruction; lesson plan designs.";20
ELA221;Educational Linguistics 221 for Afrikaans Teachers;Level 2;4512, 4513, 4515, 4091, 4402;ELD111;None;Demonstrate advanced grammatical and structural mastery of Afrikaans language patterns for instructional purposes.;"Afrikaans phonology; morpho-syntax; spelling rules (Afrikaanse Woordelys en Spelreëls); text types; teaching Afrikaans grammar.";10
ELD111;Educational Linguistics 111;Level 1;4512, 4513, 4515, 4517, 4091;None;None;Demonstrate a basic understanding of English morphology, syntax, and semantics for educators.;"Grammar systems; parts of speech; clause structure; sentence mechanics; analysis of educational texts.";15
ELD121;Educational Linguistics 121;Level 1;4512, 4513, 4515, 4517, 4091;None;None;Examine sociolinguistic variation and its implications for diverse classroom settings.;"Language and identity; dialectology; standard vs. non-standard languages; language planning and policy in South African schools.";15
ELD211;Educational Linguistics 211;Level 2;4512, 4513, 4514, 4515, 4516, 4091, 4092, 4402, 4403, 4404;ELD111;None;Use discourse and language clues to track the development of an argument and evaluate author's position and evidence.;"Word classes; verb centrality in the clause; phrase structure; modality; descriptive and evaluative metalanguage; complexity; structure and function.";10
ELD212;Evaluating Text 212;Level 2;4512, 4513, 4515, 4091;ELD111;None;Assess the purposes of various text types, including their potentially multipurpose nature.;"How genres are formed (functional, stylistic, content aspects); criteria for evaluating texts; editing text (detection of errors, coherence, readability).";10
ELE221;Educational Linguistics 221 for English Teachers;Level 2;4512, 4513, 4515, 4091;ELD111;None;Demonstrate an understanding of the structure of English language and its genres.;"How genres are formed; functional, stylistic, and content aspects of English genres; text editing; criteria for evaluating texts; error detection.";10
ELT111;English Home Language Literacy Teaching 111;Level 1;4517;None;None;Demonstrate foundational knowledge of English home language reading and writing development.;"Phonemic awareness; synthetic phonics; print concepts; shared reading; handwriting mechanics.";15
ELT211;English Home Language Literacy Teaching 211;Level 2;4517;ELT111;None;Apply different instructional approaches to English home language reading and writing instruction.;"Balanced literacy model; interactive writing; vocabulary building; spelling strategies; text-level comprehension.";20
ELT311;English Home Language Literacy Teaching 311;Level 3;4517;ELT211;None;Design and evaluate comprehensive English home language literacy programmes in the Foundation Phase.;"Children's literature selections; writing process workshops; diagnostic assessment of literacy; interventions for reading barriers.";30
ELT411;English Home Language Literacy Teaching 411;Level 4;4517;ELT311;None;Synthesize advanced research on literacy practices to optimize English home language instruction.;"Action research in the literacy classroom; multiliteracies; digital literacy in FP; advanced remedial interventions.";30
ELX221;Educational Linguistics 221 for Xhosa Teachers;Level 2;4512, 4513, 4515, 4091, 4402;ELD111;None;Demonstrate advanced grammatical and structural mastery of isiXhosa language patterns for educators.;"IsiXhosa morpho-syntax; noun class system; verb conjugations; orthography; text analysis and curriculum development.";10
EMM301;Method of EMS 301;Level 3;4514;None;None;Analyse and critique the NCS principles underpinning the NCS of EMS at GET level.;"Definitions, values, human rights; seven roles of educator; GET level economics and management curriculum.";15
EMM302;Method of EMS 302;Level 3;4514;None;None;Design and execute formative and summative assessment protocols for EMS.;"EMS lesson designs; lesson delivery; continuous assessment rubrics; financial literacy instruction.";15
FAL101;Academic Literacy 101;Level 1;4517;None;None;Apply academic writing and reading conventions appropriate for higher education studies.;"Academic reading and writing conventions; structural formatting; essay structure; referencing; avoiding plagiarism.";10
FCD111;Child Development 111;Level 1;4517;None;None;Use research to analyze and describe physical and psycho-social development in the early years.;"Physical development; cognitive development (Piaget); psycho-social development (Erikson); learning theories (Vygotsky, Piaget).";15
FCD211;Child Development 211;Level 2;4517;FCD111;None;Identify systemic and contextual factors that impact on learning and academic achievement.;"Ecosystemic approach (Bronfenbrenner); physical development (7-18 years); cognitive/psycho-social development (7-18 years); intelligence.";20
FES111;Educational Studies 111;Level 1;4517;None;None;Explain the role of education in society, and discuss theories related to developing a professional identity.;"Philosophical underpinnings of education; the child in global context; personal theory of professional development; teaching artistry; childhood sociology.";15
FES211;Educational Studies 211;Level 2;4517;FES111;None;Discuss the link between curriculum, pedagogy, assessment, and explain the role of ICT in education.;"Curriculum theories; pedagogical approaches (programme, open-framework, child-centred); assessment strategies; ICT in education.";20
FIE301;Inclusive Education 301;Level 3;4517;None;None;Identify, assess and support learners experiencing various barriers to learning in inclusive classrooms.;"Inclusive education policy; screening, identification, assessment and support (SIAS); learning barriers; adaptive teaching methodologies.";30
FLS111;Life Skills 111;Level 1;4517;None;None;Design and implement creative life skills lessons for Grade R to Grade 3.;"Creative arts modalities; music, movement and drama; health education; physical education in the Foundation Phase.";15
FPC211;Creative Arts Modalities 211;Level 2;4517;FLS111;None;Apply multiple creative arts modalities to enhance visual art and music learning in primary schools.;"Visual arts; music; movement; drama; integrating creative modalities across the curriculum; classroom resources development.";10
FPL101;Practical Learning 101;Level 1;4517;None;None;Observe and reflect on classroom dynamics and lesson presentations in Grade R classrooms.;"School placement observation; classroom environment; Grade R curriculum planning; basic teaching portfolios.";15
FPL201;Practical Learning 201;Level 2;4517;FPL101;None;Demonstrate disciplinary, pedagogical and practical learnings for teaching in Grade 1.;"Grade 1 school placement; simulated teaching; preparing lesson plans; reflecting on lessons presented; parental involvement.";20
FPL301;Practical Learning 301;Level 3;4517;FPL201;None;Demonstrate disciplinary, pedagogical, practical, situational and fundamental learnings for teaching in Grade 2.;"Grade 2 placement; South African Curriculum; lesson planning; classroom discipline strategies; special needs materials design.";30
FPL401;Practical Learning 401;Level 4;4517;FPL301;None;Demonstrate a critical and integrated understanding of teaching as a profession in Grade 3 environments.;"Grade 3 placement; simulated and authentic teaching; dynamic nature of schools; school administration; action research principles.";30
FPM111;Foundation Phase Mathematics 111;Level 1;4517;None;None;Demonstrate manipulative competence and ability to do investigations in geometry and number theory.;"Geometry of 2D shapes and lines; circle geometry; number sense; problem-solving strategies; Zome geometry; fractal geometry.";15
FPM211;Foundation Phase Mathematics 211;Level 2;4517;FPM111;None;Design, evaluate and implement a mathematics assessment programme for Foundation Phase learners.;"Mathematics learning difficulties; design of assessment instruments; diagnostic teaching; remedial mathematics interventions.";20
FPM311;Foundation Phase Mathematics 311;Level 3;4517;FPM211;None;Apply advanced cognitive models to early childhood mathematics learning and concept mapping.;"Number operations; counting models; spatial visualization; fraction concepts; measurement; data handling.";30
FPM411;Foundation Phase Mathematics 411;Level 4;4517;FPM311;None;Critically evaluate international and national mathematics curriculum trends and research.;"Comparative FP mathematics curricula; cognitive developmental gaps; designing math enrichment materials; lesson reviews.";30
FPS211;Foundation Phase Social Science, Science and Technology 211;Level 2;4517;None;None;Design integrated inquiry-based lessons for Social Science, Natural Science and Technology in the Foundation Phase.;"Beginning knowledge curriculum; inquiry-based learning; history and geography stories; technology processing and systems; science experiments.";15
MAE111;Mathematics (BEd) 111;Level 1;4515, 4516, 4092, 4401, 4403, 4405;None;None;Solve foundational mathematical and algebraic problems for senior phase teaching.;"Number systems; basic algebra; functions and graphs; equations and inequalities; introductory geometry.";15
MAE121;Mathematics (BEd) 121;Level 1;4515, 4516, 4092, 4401, 4403, 4405;None;None;Apply introductory statistics and trigonometry to educational problems.;"Data handling; descriptive statistics; probability; trigonometric functions; trigonometric identities.";15
MAE211;Mathematics (BEd) 211;Level 2;4515, 4516, 4092, 4401, 4403, 4405;MAE111 / MAE121;None;Apply advanced algebra, differential calculus, and Euclidean geometry to educational curricula.;"Limits; derivatives; applications of calculus; matrix algebra; Euclidean geometry theorems; coordinate geometry.";15
MAE221;Mathematics (BEd) 221;Level 2;4515, 4516, 4092, 4401, 4403, 4405;None;MAE211;Solve integration and multivariable geometry problems, displaying analytical capabilities.;"Integration techniques; areas and volumes; vectors; 3D geometry; analytical geometry of circles.";15
MAE311;Mathematics (BEd) 311;Level 3;4515, 4516, 4092, 4401, 4403, 4405;MAE211 & MAE221;None;Formulate and evaluate linear programming and abstract algebra models for educators.;"Linear programming; simplex method; group theory; ring theory; matrix transformations; vector spaces.";15
MAE321;Mathematics (BEd) 321;Level 3;4515, 4516, 4092, 4401, 4403, 4405;None;MAE311;Apply complex analysis and numerical methods to teaching and mathematical designs.;"Complex numbers; limits and continuity of complex functions; numerical integration; root-finding algorithms; differential equations.";15
TMA301;Method of Afrikaans 301;Level 3;4512, 4513, 4515;None;None;Reflect on teaching approaches and theories associated with Afrikaans first additional language teaching.;"Theme-based cycle; reading comprehension; textbook evaluation; language lesson planning.";15
TMA302;Method of Afrikaans 302;Level 3;4512, 4513, 4515;None;None;Design assessment and remedial activities for Afrikaans first additional language.;"Language assessment; curriculum alignments; creative writing in FAL; resource adaptations.";15
TMA303;Method of Afrikaans 303;Level 3;4402, 4403, 4404;None;None;Apply teaching methods for Afrikaans first language and first additional language in FET phase.;"Afrikaans curriculum contexts; assessment design; literature selection; speaking/listening methods.";30
TMA402;Method of Afrikaans 402;Level 4;4402, 4403, 4404;TMA303;None;Demonstrate competence to apply different approaches to Afrikaans teaching in the FET Phase.;"SFL; critical media literacy; film analysis; literature instruction; spelling and syntax instruction.";20
TME301;Method of English 301;Level 3;4512, 4513, 4515, 4091;None;None;Reflect on teaching approaches and theories associated with English language teaching and learning.;"SFL teaching approach; critical and media literacy; genre-based pedagogy; lesson design.";15
TME302;Method of English 302;Level 3;4512, 4513, 4515, 4091;None;None;Design English reading and writing activities for Intermediate phase teaching.;"Assessment of reading; guided writing; lesson planning; text selection criteria.";15
TME303;Method of English 303;Level 3;4402, 4403, 4404;None;None;Understand and critically analyze the Language-in-Education Policy and curriculum contexts.;"Curriculum policy; role of language in learning; teaching language skills in Senior Phase.";30
TME402;Method of English 402;Level 4;4402, 4403, 4404;TME303;None;Demonstrate competence to apply different approaches to language/grammar teaching in the FET Phase.;"Developing writing; critical and media literacy; literary forms and film genres; lesson design.";20
TML301;Method of Life Orientation 301;Level 3;4513, 4091;None;None;Define and explain the history of the development of Life Orientation and critique critical outcomes.;"LO history; learning outcomes; lesson planning; developmental outcomes.";15
TML302;Method of Life Orientation 302;Level 3;4513, 4091;None;None;Develop learning activities and apply various teaching strategies to facilitate Life Orientation outcomes.;"Teaching strategies; assessment in LO; physical education integration; safe school frameworks.";15
TML303;Method of Life Orientation 303;Level 3;4402;None;None;Apply learning outcomes (knowledge, skills, and values) in Life Orientation within the CAPS framework.;"Learning programme development; lesson plan development; personal development; health promotion; sexuality education.";30
TML402;Method of Life Orientation 402;Level 4;4402;TML303;None;Design and evaluate complex Life Orientation intervention strategies and portfolios.;"LO assessment tools; physical education rubrics; school health policies; counseling and support protocols.";20
TMM301;Method of Mathematics 301;Level 3;4515, 4516, 4092;None;None;"Demonstrate understanding of the general notion of OBE; critical outcomes and mathematics subject outcomes.";"OBE mathematics; investigative approach; collaborative learning; resource adaptation.";15
TMM302;Method of Mathematics 302;Level 3;4515, 4516, 4092;None;None;Demonstrate competence in designing appropriate assessment instruments for continuous mathematics assessment.;"Continuous assessment design; diagnosing math errors; remedial task planning; Piaget's intellectual development application.";15
TMM303;Method of Mathematics 303;Level 3;4401, 4403, 4405;None;None;Design learning-centred senior phase mathematics lesson plans, integrating technology.;"Curriculum design; geometry dynamic software usage; problem solving models; lesson reviews.";30
TMM402;Method of Mathematics 402;Level 4;4401, 4403, 4405;TMM303;None;Critically evaluate international and national mathematics curriculum reforms and designs.;"Mathematics curriculum comparative analysis; advanced diagnostic assessment; action research in math classrooms.";20
TMX301;Method of Xhosa 301;Level 3;4512, 4513, 4515;None;None;Reflect on teaching approaches and theories associated with isiXhosa home language teaching.;"Theme-based lesson design; shared reading; communicative approach; resource adaptations.";15
TMX302;Method of Xhosa 302;Level 3;4512, 4513, 4515;None;None;Design and evaluate isiXhosa home language reading and writing assessment instruments.;"Language assessment; rubrics; writing process instruction; literature analysis for school levels.";15
TMX303;Method of isiXhosa 303;Level 3;4402, 4403, 4404;None;None;Apply teaching methods for isiXhosa first language and first additional language in FET phase.;"isiXhosa curriculum frameworks; lesson designs; oral skills development; reading and literature.";30
TMX402;Method of isiXhosa 402;Level 4;4402, 4403, 4404;TMX303;None;Demonstrate competence to apply different approaches to isiXhosa teaching in the FET Phase.;"Agglutinative grammar instruction; critical media literacy; cultural texts; advanced prose and poetry.";20
XFL211;IsiXhosa First Additional Language Literacy Teaching 211;Level 2;4517;None;None;Show knowledge and understanding of First Additional Language development and literacy theories.;"isiXhosa FAL acquisition theories; oral development; basic vocabulary; emergent reading in FAL.";15
XFL311;IsiXhosa First Additional Language Literacy Teaching 311;Level 3;4517;XFL211;None;Show an understanding of the isiXhosa FAL curriculum and different reading and writing approaches.;"isiXhosa FAL curriculum; phonics instruction; text-based writing in FAL; lesson plans; diagnostic support.";20
XLT111;IsiXhosa Home Language Literacy Teaching 111;Level 1;4517;None;None;Demonstrate foundational knowledge of isiXhosa home language reading and writing development.;"Agglutinative orthography phonics; phonological awareness; shared reading; handwriting.";15
XLT211;IsiXhosa Home Language Literacy Teaching 211;Level 2;4517;XLT111;None;Apply different instructional approaches to isiXhosa home language reading and writing instruction.;"Morpheme-level decoding; guided reading; word building; text-based writing; spelling development.";20
XLT311;IsiXhosa Home Language Literacy Teaching 311;Level 3;4517;XLT211;None;Design and evaluate comprehensive isiXhosa home language literacy programmes in the Foundation Phase.;"IsiXhosa children's literature; balanced reading; assessment of complex word construction; reading difficulties support.";30
XLT411;IsiXhosa Home Language Literacy Teaching 411;Level 4;4517;XLT311;None;Synthesize advanced research on literacy practices to optimize isiXhosa home language instruction.;"Linguistic research in isiXhosa classrooms; textbook evaluation; multiliteracies; diagnostic assessment and support.";30
HDE403;Education Practice 403;Postgrad Dip;4654;None;None;Plan and execute lessons effectively, displaying professional conduct and reflecting on own practice.;"Clinical school placement (PGCE); lesson delivery; subject knowledge application; classroom management.";30
HDE413;Psychology of Teaching and Learning 413;Postgrad Dip;4654;None;None;Explain what enhances the teaching and learning process, and apply selected theories of learning to classroom practice.;"Theories of learning; cognitive development; role of peers, parents, and teachers; physical and instructional aspects of a classroom.";15
HDE414;Authority and Discipline Identities 414;Postgrad Dip;4654;None;None;Apply theoretical understanding of what constitutes professionalism and discipline in schools in context of own teaching.;"Notions of authority, democracy, and disciplinary identities; difference between authority and authoritarianism; classroom order.";15
HDE415;Learner Achievement Levels 415;Postgrad Dip;4654;None;None;Critically analyse the developments and challenges facing education in South Africa, evaluating the impact on subject specialisation.;"South African education challenges; globalization and global political economy; curriculum reforms; 2014 Action Plan; realization of Schooling 2025.";15
HDE430;IsiXhosa Language of Conversational Competence 430;Postgrad Dip;4654;None;None;Demonstrate elementary conversational competency in isiXhosa within educational contexts.;"Basic conversational structures; school-based vocabulary; cultural protocols; pronunciation; simple classroom instructions.";5
HDE431;Afrikaans Language of Conversational Competence 431;Postgrad Dip;4654;None;None;Demonstrate elementary conversational competency in Afrikaans within educational contexts.;"Basic conversational structures; school-based vocabulary; pronunciation; simple classroom instructions; dialogue exercises.";5
HES711;Teaching and Learning in Higher Education 711;Postgrad Dip;4655;None;None;Plan and design learning-centred higher education teaching strategies and address student diversity.;"Higher education contexts (diversity and transformation); student learning; planning for learning; classroom management and innovation.";30
HES712;Assessment 712;Postgrad Dip;4655;None;None;Design and execute formative and summative assessment frameworks in higher education contexts.;"Higher education assessment principles; feedback loops; rubrics development; moderation; academic integrity policies.";30
SLM111;Action Research Project Cycle 1;Postgrad Dip;4340;None;None;Plan and implement the first cycle of a school-based action research project to address management challenges.;"Action research methodologies; identifying management problems; context analysis; data gathering; planning interventions.";15
SLM112;Action Research Project Cycle 2;Postgrad Dip;4340;SLM111;None;Execute, evaluate and report on the second cycle of a school-based action research project.;"Executing planned interventions; monitoring; data collection; reflective analysis; report writing; recommendations.";15
TVT703;Teaching and Learning in Post-School Contexts 703;Postgrad Dip;4656;None;None;Apply learning-centred instructional models to technical and vocational education (TVET) sectors.;"TVET teaching and learning contexts; student diversity; adult learning principles; workplace learning; practical skills assessment.";15
BED700;Metatheory 700;Honours;4115, 4116, 4652;None;None;Demonstrate an understanding of the various frameworks of educational thinking and the nature and purpose of educational theory.;"Frameworks of educational thinking; analytical, hermeneutic, critical, and postmodern theories; purpose of educational theory.";15
BED705;Comparative Education 705;Honours;4115, 4116;None;None;Compare national and international educational systems and identify globalization policy trends.;"Comparative methodology; schooling system structures globally; educational funding; policy borrowing; systemic challenges.";15
BED707;Computers in Education 707;Honours;4115, 4116;None;None;Evaluate and integrate information and communication technologies (ICT) into classroom teaching practices.;"ICT integration frameworks; digital tools; software evaluation; online collaboration; computer-mediated instruction design.";15
BED708;Computers in Education 708;Honours;4115, 4116;None;BED740, BED700, BED711, BED747;Design and evaluate complex digital learning environments based on critical educational theories.;"Advanced instructional design; learning management systems; web-based pedagogy; evaluating ICT impact on learning.";15
