Module Code;Module Name;Year Level;Programmes;Pre-requisite;Co-requisite;Learning Outcome;Main Content;Credits
ARA311;Arabic 311;Level 3;2101, 4401, 4517;None;None;Deconstruct complex syntactic structures in advanced texts.;Advanced syntax (Nahw) and morphology (Sarf), Quranic and media Arabic.;10
ARA312;Arabic 312;Level 3;2101, 4401, 4517;None;None;Analyze classical Arabic poetry and rhetorical devices.;History of pre-Islamic and classical poetry, rhetoric (Balaghah) principles.;10
ARA321;Arabic 321;Level 3;2101, 4401, 4517;None;None;Perform advanced translation of legal, media, and literary texts.;Bespoke translation portfolios, professional lexicon, and vocabulary.;10
ARA322;Arabic 322;Level 3;2101, 4401, 4517;None;None;Analyze modern Arabic literature and social commentary.;Selected modern novels, short stories, and editorial Arabic articles.;10
ARA735;Arabic 735;Honours;2731, 2701;None;None;Apply literary theory to classical and modern Arabic masterpieces.;Critical study of major literary texts, poetry, and linguistic developments.;30
ARA801;Master's Thesis 801;Master's;2801, 2808;Honours degree in Arabic;None;Synthesize original research in Arabic linguistics or literature.;Supervised writing of a comprehensive full research thesis.;180
ARA802;Master's Thesis 802;Master's;2801, 2808;None;None;Complete and edit the Master's research thesis for examination.;Final editing, formatting, and submission of the research thesis.;9
ARA901;Arabic Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in Arabic;None;Develop an original doctoral dissertation on Arabic studies.;Supervised research making a novel contribution to Arabic scholarship.;360
ARA902;Arabic Doctoral Thesis 902;Doctoral;2951, 6901;None;None;Prepare the final PhD thesis and complete administrative requirements.;Final dissertation editing and preparation for PhD graduation.;10
CHR111;Christian Ministry 111;Level 1;2013, 2016, 2101;None;None;Describe and apply pastoral care and youth development fundamentals.;Theory of youth ministry, fundamental communication skills in counseling.;15
CHR121;Christian Ministry 121;Level 1;2013, 2016, 2101;None;None;Formulate liturical structures and sermon designs.;Introduction to homiletics, liturgical movements, and SA context preaching.;15
EED111;English for Educational Development 111;Level 1;4401, 4517, 8411, 8560, 7162, 7172, 7221;None;None;Demonstrate basic grammatical, spelling, and paragraph-writing proficiency.;Basic grammar, comprehension, sentence structure, and vocabulary development.;10
EED117;English for Educational Development 117;Level 1;3214, 3217, 3211, 3331, 3227, 3230, 3233, 4401, 4517;None;None;Write argumentative research reports following scientific conventions (IMRaD format).;Information search, critical evaluation of sources, academic register, and argumentative writing.;15
EED121;English for Educational Development 121;Level 1;4401, 4517, 8411, 8560;None;None;Analyze academic articles and construct well-structured thesis arguments.;Critical reading, thesis statement formulation, logical coherence, and revision.;10
EED127;English for Educational Development 127;Level 1;3214, 3217, 3211, 3331, 3227, 3230, 3233, 4401, 4517;None;None;Synthesize multiple sources and write academic texts avoiding plagiarism.;Academic synthesis, integration of quotes, paragraph development, and voice.;15
ENG105;English 105;Level 1;2101;None;None;Analyze introductory literary texts and build basic writing skills.;"Socio-political context of literature; fundamental essay writing.";15
ENG106;English 106;Level 1;2101;None;None;Demonstrate critical reading and comprehension of prose and poetry.;Introduction to reading poetry, prose, and dramatic performance.;15
ENG111;English 111;Level 1;2101, 4401, 4517, 8411, 8560;D for English HG or C for English SG;None;Analyze literary genres critically and write cohesive academic essays.;"Introduction to poetry, drama, and prose; critical literacy and academic writing.";15
ENG121;English 121;Level 1;2101, 4401, 4517, 8411, 8560;D for English HG or C for English SG;ENG111;Apply critical linguistics and literary analysis to modern texts.;Introduction to socio-linguistics, grammar, and 20th-century literature.;15
ENG211;English 211;Level 2;2101, 4401, 4517;ENG111 & ENG121 or HUM111 & HUM121;None;Critically analyze Renaissance and modern literature and language variation.;Early modern literature, Shakespeare, socio-historical linguistics, and syntax.;20
ENG221;English 221;Level 2;2101, 4401, 4517;None;None;Analyze 19th-century literature and systemic functional grammar.;Romanticism, Victorian novel, linguistics (functional grammar and syntax).;20
ENG223;English 223;Level 2;2101, 4401, 4517;None;None;Perform professional editing and proofreading of academic texts.;Principles of editing, grammar check, proofreading symbols, and readability.;10
ENG224;English 224;Level 2;2101, 4401, 4517;None;None;Create original creative writing portfolios in prose and poetry.;Narrative structure, style, dialogue, poetic forms, and drafting.;10
ENG311;English 311;Level 3;2101, 4401, 4517;ENG211 & ENG221;None;Evaluate modernist literature and discourse analysis methodologies.;Modernism, post-colonial theory, discourse analysis, and language ideology.;20
ENG313;English 313;Level 3;2101, 4401, 4517;None;None;Deconstruct the relationship between language, media, and power.;Critical discourse analysis of news, advertisement, and digital media.;10
ENG321;English 321;Level 3;2101, 4401, 4517;ENG211 & ENG221;None;Evaluate postmodern literature and advanced syntax/pragmatics.;Postmodern fiction, post-structuralism, linguistics (pragmatics, syntax).;20
ENG323;English 323;Level 3;2101, 4401, 4517;None;None;Critically analyze South African and African literature.;Socio-political context of SA and African novels, poetry, and drama.;10
ENG331;English 331;Level 3;2101, 4401, 4517;None;None;Produce a professional portfolio of advanced creative writing.;Advanced creative writing workshops, novel design, and manuscript editing.;10
ENG701;Research Essay 701;Honours;2731, 2701;None;None;Conduct independent research and write an Honours-level research essay.;Supervised research proposal, data collection, and academic thesis writing.;30
ENG716;Art of Writing A 716;Honours;2731, 2701;None;None;Demonstrate critical self-reflexivity in narrative writing.;Creative prose workshops, voice development, and stylistic exercises.;30
ENG717;Art of Writing B 717;Honours;2731, 2701;None;None;Construct a collection of original poetic and dramatic works.;Poetic structures, rhythmic patterns, script writing, and dialogue.;30
ENG718;Creative Writing 718;Honours;2731, 2701;None;None;Produce a publishable-quality manuscript of creative work.;Genre-specific manuscript production under peer review and mentorship.;30
ENG723;South African Literature, Orature and Visual Cultures 723;Honours;2731, 2701;None;None;Evaluate SA oral storytelling and visual arts critically.;Socio-historical analysis of oral poetry, murals, and print narratives.;30
ENG724;African Literature, Orature and Visual Cultures 724;Honours;2731, 2701;None;None;Critically evaluate continental African novels and indigenous orature.;African novel, oral epics, post-colonial performance, and visual culture.;30
ENG725;World Literature, Orature and Visual Cultures 725;Honours;2731, 2701;None;None;Synthesize transnational texts and comparative visual literatures.;Global South literatures, comparative studies, and transnational media.;30
ENG726;Literature and Film/Media/Digital Cultures 726;Honours;2731, 2701;None;None;Critically evaluate adaptation theory and digital storytelling formats.;Intermediality, literary adaptation to film, and digital humanities.;30
ENG740;Directed Reading 740;Honours;2731, 2701;None;None;Synthesize specialized literature on an approved academic theme.;Directed reading list, conceptual mapping, and review paper production.;30
ENG755;Period Studies 755;Honours;2731, 2701;None;None;Examine the literature and historical context of a specific period.;Focused literary and cultural analysis of a selected historical era.;30
ENG801;Master's Thesis 801;Master's;2801, 2808;Honours degree in English;None;Formulate and write a high-level master's research dissertation.;Original research design and execution under academic supervision.;180
ENG802;Master's Thesis 802;Master's;2801, 2808;None;None;Finalize the MA research thesis for presentation and examination.;Editing, dissertation assembly, and preparation for oral defense.;9
ENG803;Master's Mini-Thesis 803;Master's;2808;Honours degree in English;None;Perform research and compile a mini-dissertation of limited scope.;Supervised writing of a coursework-linked research mini-thesis.;90
ENG804;Master's Mini-Thesis 804;Master's;2808;None;None;Prepare the mini-thesis for final submission and archiving.;Formatting, referencing verification, and submission of mini-thesis.;9
ENG816;Advanced Creative Writing A 816;Master's;2801, 2808;None;None;Evaluate theoretical approaches to creative writing pedagogy.;"Pedagogy of creative writing; narrative theories; teaching frameworks.";30
ENG817;Advanced Creative Writing B 817;Master's;2801, 2808;None;None;Construct an extensive manuscript of creative prose.;Long-form prose design, editing, and professional publishing guidelines.;30
ENG819;Literary and Cultural Theory 819;Master's;2801, 2808;None;None;Critically evaluate contemporary developments in critical theory.;Deconstruction, post-humanism, affect theory, and new materialism.;30
ENG821;Linguistic Theory and Methodology 821;Master's;2801, 2808;None;None;Examine quantitative and qualitative methodologies in linguistics.;Research paradigms, corpus linguistics, and qualitative data analysis.;30
ENG823;Transnational Literatures 823;Master's;2801, 2808;None;None;Deconstruct themes of diaspora, exile, and borders in literature.;Diasporic narratives, migration studies, and border aesthetics.;30
ENG824;African Literature, Orature and Visual Cultures 824;Master's;2801, 2808;None;None;Evaluate advanced theories of African cultural production.;Modernity, urbanization, and traditional oral forms in modern Africa.;30
ENG825;World Literature, Orature and Visual Cultures 825;Master's;2801, 2808;None;None;Analyze global networks of translation and literary exchange.;World-systems theory, translation flows, and global print cultures.;30
ENG826;Literature and Film/Media/Digital Cultures 826;Master's;2801, 2808;None;None;Apply digital humanities methodologies to literary research.;Computational text analysis, digital archives, and media archaeology.;30
ENG829;Directed Reading 829;Master's;2801, 2808;None;None;Conduct an advanced, comprehensive literature survey under guidance.;Specialized bibliography, conceptual mapping, and synthesis writing.;30
ENG860;Linguistics in the Workplace 860;Master's;2801, 2808;None;None;Apply linguistic concepts to corporate communication and policy.;"Language policy in offices; communication audits; intercultural talk.";30
ENG861;Advanced Editing and Publishing 861;Master's;2801, 2808;None;None;Perform professional editor-in-chief duties for mock publications.;Substantive editing, project management, and book design templates.;30
ENG901;English Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in English;None;Formulate and complete a PhD thesis containing original findings.;Supervised execution of primary PhD-level research and dissertation.;360
ENG902;English Doctoral Thesis 902;Doctoral;2951, 6901;None;None;Submit the doctoral dissertation for academic examination.;PhD dissertation compiling, review, and final submission steps.;10
ETH111;Ethics 111: Intro to Ethical Theory and Practice;Level 1;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Describe primary normative ethical theories and apply them to moral dilemmas.;Utilitarianism, deontology, virtue ethics, and basic ethical decision-making.;15
ETH121;Ethics 121: Applied Ethics;Level 1;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Evaluate contemporary ethical issues using philosophical arguments.;Bioethics, animal rights, environmental ethics, and technology ethics.;15
ETH211;Ethics 211: Moral Discourse on Economics and Labour;Level 2;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Critically analyze economic systems and labor laws from an ethical perspective.;Justice in distribution, ethical capitalism, labor exploitation, and welfare.;10
ETH212;Ethics 212;Level 2;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Evaluate political ethics, human rights, and state responsibility.;Social contract theory, state authority, human rights, and political justice.;10
ETH221;Ethics 221;Level 2;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Examine environmental ethics and sustainable development practices.;Climate justice, anthropocentrism, ecocentrism, and sustainable policies.;10
ETH232;Ethics 232;Level 2;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Evaluate professional ethical codes and organizational governance.;Corporate social responsibility, conflict of interest, and whistleblowing.;10
ETH311;Ethics 311;Level 3;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Analyze advanced meta-ethical theories regarding moral language.;Moral realism, anti-realism, cognitivism, emotivism, and moral truth.;10
ETH312;Ethics 312;Level 3;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Critically analyze theories of social justice and equality.;Rawls, Nozick, capability approach, gender justice, and restitution.;10
ETH321;Ethics 321;Level 3;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Evaluate bioethical issues in healthcare and medical research.;Euthanasia, abortion, genetic engineering, and healthcare resource allocation.;10
ETH322;Ethics 322;Level 3;2101, 4401, 4517, 2013, 2016, 7162, 7172, 7221;None;None;Critically examine multiculturalism, pluralism, and global ethics.;Cosmopolitanism, moral relativism, human rights vs. cultural values.;10
ETH701;Research Essay 701;Honours;2731, 2701;None;None;Conduct independent research and write a scholarly Honours essay in Ethics.;Supervised proposal design, literature evaluation, and academic writing.;30
ETH731;Ethical Theory 731;Honours;2731, 2701;None;None;Critically evaluate advanced classical and contemporary ethical systems.;Kantianism, neo-utilitarianism, contractarianism, and ethics of care.;30
ETH732;Theories of Responsibility 732;Honours;2731, 2701;None;None;Analyze philosophical concepts of moral agency, free will, and accountability.;Compatibilism, moral luck, collective responsibility, and agency theories.;30
ETH733;Virtue Theory 733;Honours;2731, 2701;None;None;Evaluate the history and resurgence of virtue ethics in modern philosophy.;Aristotelian ethics, virtue epistemology, and modern virtue theorists.;30
ETH734;Public Morality 734;Honours;2731, 2701;None;None;Critically analyze the role of moral values in state policy and public life.;Paternalism, state neutrality, moral education, and free speech bounds.;30
ETH735;Contemporary Issues in Ethics 735;Honours;2731, 2701;None;None;Examine cutting-edge moral issues in technology, AI, and global affairs.;AI ethics, surveillance, global poverty duties, and political violence.;30
ETH736;Professional Ethics 736;Honours;2731, 2701;None;None;Design and critique ethical frameworks for complex corporate professions.;Codes of conduct design, corporate compliance, and professional duties.;30
ETH801;Master's Thesis 801;Master's;2801, 2808;Honours degree in Ethics;None;Formulate and complete a full research Master's thesis in Ethics.;Supervised design and execution of NQF Level 9 academic research.;180
ETH802;Master's Thesis 802;Master's;2801, 2808;None;None;Submit the finalized Master's research thesis for examination.;Review, assembly of chapters, referencing validation, and submission.;9
ETH803;Master's Mini-Thesis 803;Master's;2808;Honours degree in Ethics;None;Perform structured, focused research and compile a mini-thesis.;Limited scope research on an approved ethical topic under supervision.;90
ETH804;Master's Mini-Thesis 804;Master's;2808;None;None;Complete and edit the mini-thesis for final academic assessment.;Mini-thesis layout compliance and submission for evaluation.;9
ETH831;Ethical Theory 831;Master's;2801, 2808;None;None;Synthesize advanced normative ethics and meta-ethical paradigms.;Philosophical moral foundations, constructivism, and moral skepticism.;30
ETH832;Theories of Responsibility 832;Master's;2801, 2808;None;None;Evaluate collective and corporate criminal liability philosophically.;Corporate agency, climate change responsibility, and international guilt.;30
ETH833;Virtue Theory 833;Master's;2801, 2808;None;None;Evaluate advanced eudaimonist and non-eudaimonist virtue theories.;Virtue and flourishing, character development, and psychology of moral virtue.;30
ETH834;Public Morality 834;Master's;2801, 2808;None;None;Critically evaluate justice theories in public health and welfare.;Ethical models of resource allocation, state healthcare, and health equity.;30
ETH835;Contemporary Issues in Ethics 835;Master's;2801, 2808;None;None;Critically analyze global migration and border control ethically.;The ethics of open borders, immigrant rights, and refugee duties.;30
ETH836;Professional Ethics 836;Master's;2801, 2808;None;None;Evaluate the ethical implications of financial systems and auditing.;Ethics of banking, auditing standards, economic crime, and corruption.;30
ETH901;Ethics Doctoral Thesis 901;Doctoral;2951, 6901;Master's degree in Ethics;None;Complete a pioneering PhD dissertation making an original contribution.;Supervised execution of an original doctoral dissertation in Ethics.;360
ETH902;Ethics Doctoral Thesis 902;Doctoral;2951, 6901;None;None;Submit the finalized PhD dissertation for formal academic evaluation.;PhD thesis assembly, final proofreading, and submission steps.;10
FRE111;French 111;Level 1;2101, 4401, 4517;None;None;Write and speak basic French in simple social contexts.;Pronunciation, basic vocabulary, verb present tense conjugations, simple grammar.;15
